ID_CTE,ID_FAM,FREQUENCY
32056058,538022,6
22741930,311315,6
36506291,104014,6
8024170,384218,6
22228890,302016,6
28339706,224081,6
23260376,242004,6
793350,106010,6
20955391,537020,6
7518838,413238,6
24856404,381009,6
15529526,414136,6
32486215,282002,6
27140942,224065,6
12026411,501072,6
25955227,290059,6
28213619,106061,6
8460147,102016,6
8625323,312150,6
29460506,224033,6
20242992,224033,6
13253532,211079,6
13174224,854174,6
35421106,319061,6
32019674,319064,6
39689154,319061,6
24920933,413214,6
27467920,705357,6
1508015,380161,6
28379847,102040,6
27602312,224041,6
33869584,106055,6
21260103,282002,6
29430439,104015,6
26495862,313229,6
18723509,866213,6
27744142,104019,6
15216687,313096,6
18537474,317205,6
21738342,224081,6
24441438,319139,6
26782175,103246,6
38738399,106059,6
6374491,314156,6
5758739,381009,6
21351372,380161,6
1637538,751355,6
37898312,856230,6
29702647,224057,6
24909364,106061,6
27948685,282006,6
31702092,854022,6
7497682,290059,6
35507015,224085,6
5320850,102089,6
14526174,541069,6
14251945,290059,6
10785448,291059,6
36631214,752081,6
27877097,854174,6
28929386,319162,6
29041543,540059,6
29583125,432021,6
7623198,314129,6
18194994,104014,6
27350054,413214,6
39552010,106054,6
11470977,869211,6
18659995,418071,6
18304260,315131,6
196367,862010,6
18918346,317205,6
33894162,313096,6
19965081,106010,6
14333615,224065,6
14246358,106055,6
16501700,898009,6
18184244,105071,6
3029401,872007,6
34458016,869214,6
7073454,105244,6
38284142,538022,6
31940788,202089,6
16961862,413214,6
33530292,420092,6
37266736,106003,6
36822906,103246,6
12466898,306189,6
884511,646081,6
23462686,106055,6
28382223,105007,6
22345806,282006,6
24437371,864009,6
14565588,224017,6
30187405,279015,6
15576871,104019,6
23648082,248001,6
31669455,856047,6
21278983,224065,6
33535990,101004,6
22221304,317285,6
38006415,541060,6
27720410,224065,6
24837946,290059,6
28544016,596181,6
33431997,106059,6
7395593,423132,6
12760554,314129,6
35214205,224041,6
25940844,224081,6
19913246,413214,6
31718253,854011,6
20752355,872007,6
20274889,110028,6
24770679,583023,6
19495381,306189,6
24371113,209032,6
25775313,862224,6
16114048,381009,6
29157838,835128,6
24961345,751363,6
19872953,127077,6
7198677,742012,6
22086785,194001,6
22106790,869212,6
40950480,413238,6
22254083,224065,6
12229488,102016,6
21771437,317205,6
953729,102164,6
37406999,104014,6
29511036,742026,6
18503612,319061,6
19301904,104015,6
14489191,413238,6
39036323,540059,6
24944380,752081,6
8593644,314129,6
27347592,106055,6
25598734,224081,6
28571758,224017,6
21787416,127077,6
26984400,835129,6
41868003,311315,6
23914130,314063,6
11815520,317285,6
16019632,106010,6
29237677,290059,6
6051051,314129,6
39124407,701305,6
19548724,106003,6
29574781,413238,6
11427623,701305,6
11853192,378105,6
15352109,106002,6
15876206,867047,6
10865353,387300,6
22013531,856231,6
26866101,536041,6
14567988,311316,6
30683666,289006,6
13587754,282071,6
34948703,289006,6
6676964,319162,6
203674,860241,6
4839496,224017,6
21667232,127077,6
10059582,325098,6
20794689,104015,6
4251564,314129,6
36979755,106010,6
20852927,224065,6
13821517,224065,6
15025862,290059,6
29777181,102011,6
14441664,290062,6
29248005,751026,6
8284626,102011,6
11428717,860048,6
37418598,381009,6
40534359,856231,6
34952343,314129,6
22109541,306189,6
34785645,856047,6
5587587,856230,6
18671324,856047,6
31934198,106061,6
25336972,290062,6
25110608,319062,6
555709,314063,6
38383150,306189,6
21818659,313064,6
28431034,314129,6
16959089,318009,6
34932099,319064,6
16581732,420083,6
20229130,224041,6
37750415,870201,6
7966592,420063,6
18011660,704351,6
36664600,101004,6
32533740,860048,6
4271087,290059,6
13069023,289006,6
7351958,381009,6
42064785,403176,6
21611186,318203,6
10826402,856230,6
7542789,224001,6
12577377,413238,6
12507492,414135,6
39743665,224033,6
41256954,705357,6
32851328,106059,6
7253582,869020,6
32815571,751026,6
36668029,860048,6
35302142,867046,6
30772323,106059,6
18715550,860050,6
29742511,106061,6
14575774,701305,6
22443195,289006,6
25211188,102016,6
5965921,776264,6
17944179,319064,6
6797204,289006,6
24139531,705357,6
22489367,290059,6
32489898,224065,6
18206314,316068,6
39335125,328498,6
39900954,864211,6
28001247,319061,6
27189012,282002,6
1798153,106003,6
11419458,104015,6
18062342,318073,6
18396685,106010,6
32141217,319064,6
33748436,106055,6
17148932,106054,6
16100720,102012,6
18934753,380285,6
15733388,327116,6
32726766,209032,6
8102130,705357,6
6289560,282071,6
40639060,583023,6
36780434,701305,6
33084823,224033,6
32234875,314063,6
6245344,224017,6
13294874,106054,6
11395426,314129,6
18589725,110028,6
37556357,311315,6
20375169,127077,6
20073048,701305,6
22821534,224041,6
29052342,320059,6
15492461,202089,6
16156292,325098,6
334717,314064,6
14430607,310140,6
32719954,224057,6
37965161,102018,6
26921167,857020,6
34578772,224041,6
18418098,327116,6
19576919,742012,6
28154810,751026,6
33415315,290059,6
26932962,320059,6
1480167,752081,6
27648842,540023,6
36819733,194001,6
17041873,290059,6
26500291,869076,6
6582736,314156,6
14579144,864212,6
12096149,413238,6
29665309,306098,6
31670088,102089,6
7700853,104014,6
30681966,544004,6
29964170,106010,6
484697,583041,6
32556878,742026,6
24685241,224041,6
24396128,106003,6
31723729,420063,6
40218553,103239,6
21215112,320059,6
19854503,320059,6
5857183,314156,6
37026867,313096,6
17840258,224041,6
21127018,104019,6
19719015,856230,6
25688862,380285,6
38832840,102011,6
33918519,245010,6
3753740,420092,6
31808117,314064,6
21493715,544095,6
20607384,319064,6
26523245,862006,6
137643,318009,6
2163119,106003,6
40490415,420063,6
14844369,418073,6
24680616,103246,6
19545652,870201,6
12883209,302016,6
29074601,704351,6
40162836,102013,6
31435121,854011,6
37015422,319064,6
27891077,104015,6
25809341,775256,6
30317234,854011,6
11986308,105071,6
30692773,864212,6
39623230,314129,6
25428614,423132,6
1536782,101028,6
35064004,224057,6
19707229,860048,6
10988157,105244,6
8896951,418132,6
24651519,873125,6
31859448,318073,6
12560532,860241,6
32432687,542318,6
26400386,224057,6
578688,102013,6
17593725,102089,6
15635888,101027,6
30790519,224065,6
20626753,788269,6
21044888,244001,6
28333369,774250,6
29314115,541117,6
2726502,314064,6
390443,314156,6
23155739,854022,6
25244047,106001,6
33125607,104018,6
16978713,105071,6
34808522,224009,6
8826489,202012,6
35365795,537076,6
1827039,318073,6
19306398,380284,6
22897529,311315,6
10844920,302016,6
15235724,282071,6
13786490,387299,6
6190402,869212,6
4996975,706367,6
31433985,420059,6
10054582,413238,6
1206679,318073,6
22011223,751026,6
18337466,106059,6
21362352,106010,6
36629432,224065,6
8785562,594208,6
16568366,106001,6
16530589,201027,6
12089640,224001,6
32554590,105074,6
17960361,106010,6
23782365,106061,6
42807351,314235,6
20259803,106061,6
21235963,742011,6
23155006,414135,6
31921199,244001,6
23767184,594244,6
6470063,289006,6
13855056,106061,6
4512293,290059,6
34674960,312150,6
10027069,102089,6
27720187,224065,6
18472844,318203,6
12226332,380285,6
6304166,106059,6
29420787,381009,6
21277760,224057,6
27437022,319064,6
22974785,306098,6
33396823,314129,6
8177562,102011,6
3774152,701305,6
18324287,291059,6
31639010,224017,6
19034958,224065,6
14714386,109069,6
35193610,314156,6
38506355,306098,6
33660920,418277,6
27766728,313155,6
6083426,101027,6
29319992,313096,6
17587607,742026,6
5520431,106001,6
7313888,380284,6
11503901,862009,6
5105122,417132,6
16324338,311315,6
38776884,224017,6
41839539,418277,6
18232467,290059,6
34507877,105074,6
28251122,224033,6
31417228,106002,6
7648191,319139,6
39379970,290059,6
19557027,106003,6
28009520,863026,6
16039382,311314,6
22215235,105074,6
21100071,224057,6
4529008,224017,6
106600,105244,6
968502,105244,6
6679315,864211,6
38212500,290059,6
28785513,418277,6
19358592,319064,6
23242672,412150,6
32804705,319061,6
29314790,106061,6
8282022,319064,6
26095143,869211,6
15455167,493020,6
8244767,868179,6
160396,704351,6
10949074,106010,6
31530524,856231,6
39531030,541060,6
13373803,219003,6
28994135,787254,6
32836558,384218,6
29022743,423132,6
10519852,289071,6
5318504,319162,6
13337205,106003,6
19679148,106054,6
30187519,413214,6
28943519,856046,6
35170506,319064,6
1948402,313096,6
34456923,867048,6
20206836,538022,6
15453436,314129,6
29699617,538022,6
35017033,312208,6
11425262,314129,6
24286823,106010,6
11681968,102011,6
38943888,224017,6
26966790,101004,6
11976785,318009,6
6242550,862009,6
2929628,224025,6
10639613,458010,6
15253046,314063,6
29207749,742304,6
20599569,102017,6
31570118,774253,6
27771114,105007,6
30402666,224009,6
37027577,319064,6
31449307,862009,6
28692946,414136,6
34990812,857009,6
28188812,313155,6
36543219,224025,6
28363094,423117,6
29705933,224033,6
14334899,380284,6
23981540,701305,6
22824158,318073,6
26305811,380284,6
12317949,282071,6
38274889,302016,6
29502436,373122,6
15498033,857038,6
37774021,380284,6
37831665,106059,6
36820191,316068,6
27867638,209166,6
34557371,750013,6
14046806,380284,6
22993106,224065,6
8701667,319064,6
19886167,856231,6
6063215,224025,6
32714776,538092,6
16885477,224065,6
25707541,544095,6
5342191,583024,6
22650802,105001,6
28201344,105245,6
39004945,224041,6
25834800,224057,6
29689001,290059,6
37573691,318003,6
29318225,318009,6
27890992,290059,6
4282169,314063,6
25444844,224057,6
39100786,414135,6
32446735,596181,6
236134,413238,6
26251082,313194,6
28697017,701305,6
38685045,701305,6
22007403,327104,6
12919579,290059,6
32464644,319062,6
37675264,752071,6
26798387,325098,6
10773389,224041,6
29069280,104019,6
8510144,202014,6
5736897,106002,6
36572097,540059,6
30376996,105244,6
39186978,864009,6
504442,751363,6
33880773,224033,6
11937774,224057,6
18239168,380284,6
14960076,316069,6
257124,290059,6
2885026,701305,6
29141694,775259,6
43201666,106010,6
36508714,855011,6
27752012,240003,6
38568027,224017,6
33949882,860240,6
208647,742013,6
37366493,102011,6
5281250,289006,6
20039634,596075,6
15543500,104014,6
23299741,106061,6
33327077,202011,6
38719048,104115,6
32386993,224017,6
25978381,306098,6
16222132,327077,6
20604117,319162,6
37188930,319064,6
39283029,306189,6
16641334,314156,6
7794381,318203,6
28086736,202089,6
34972821,314156,6
37777413,596182,6
17887442,105244,6
17250554,857009,6
7240784,314129,6
17197907,102040,6
36814474,596243,6
23115893,420083,6
37376734,381009,6
29682288,387299,6
22694656,863047,6
27321125,110028,6
4109131,860130,6
26415565,106059,6
14003828,102012,6
33205917,542026,6
31599240,106010,6
33038131,541060,6
27914852,105007,6
10725274,863047,6
12006397,282002,6
25148582,311314,6
29918557,106001,6
17580351,224009,6
34746225,105245,6
23452277,224025,6
28116785,224065,6
24086171,224025,6
7118347,860048,6
26792113,541060,6
26279787,314129,6
10006179,319162,6
38580455,413214,6
15648060,314063,6
32889222,318073,6
7298918,224025,6
22620024,873125,6
33203289,104014,6
10515548,102011,6
22021861,105071,6
17041076,224041,6
27342004,314235,6
32423920,311316,6
41752157,106003,6
14274253,202089,6
24332131,106059,6
18360789,312207,6
21585085,282006,6
25183665,224001,6
30665773,540069,6
37659722,751025,6
25837433,224057,6
4961640,312150,6
27935495,105245,6
6816546,314129,6
29446893,106055,6
7044474,106061,6
33518281,751025,6
4646338,866038,6
22316322,804004,6
23779812,477160,6
28045378,282002,6
12223682,544095,6
22163303,869212,6
17183739,106059,6
23207633,104115,6
4225641,106055,6
30314489,106010,6
2634364,105071,6
4533134,701305,6
32413616,105007,6
33664855,224041,6
25886069,752081,6
21412154,541069,6
30768395,224065,6
27090725,303061,6
22811303,401187,6
13950500,538022,6
22364669,314129,6
33252272,104014,6
28123559,318009,6
32232534,835129,6
26671757,290062,6
35022140,311315,6
21096974,224065,6
30465706,106055,6
192537,320059,6
1355584,413238,6
28953777,106055,6
11713233,104019,6
15908370,314063,6
18857067,106055,6
797176,290059,6
30909591,106010,6
35221228,319064,6
33613020,291059,6
11251935,423132,6
21312639,432021,6
6303629,860241,6
25561253,104015,6
13548156,104018,6
6191565,862009,6
37587704,106010,6
8913780,384218,6
20512062,224057,6
39605921,224057,6
23292643,540015,6
33459284,742012,6
18414098,101028,6
24621544,104015,6
12447385,101028,6
25296035,224041,6
37770109,711378,6
797176,314235,6
11784793,314129,6
15719117,224081,6
24950342,106054,6
26818771,312207,6
15465917,855011,6
33565473,317203,6
21992539,541021,6
4564775,314064,6
18447629,594390,6
23502970,224017,6
39530744,541060,6
32341530,106061,6
17888376,314129,6
27910746,314063,6
31407060,224081,6
37229247,312208,6
31655810,317205,6
4706608,105007,6
34853809,104015,6
3025861,412150,6
21431967,282002,6
32759631,477160,6
28633081,102164,6
24047656,596182,6
27769942,701305,6
14845732,291059,6
11897514,104014,6
13056102,751363,6
31948474,856047,6
23312214,224025,6
34699824,317285,6
18487715,224057,6
37920412,707369,6
39943200,104119,6
6549887,106054,6
13182188,290059,6
37932612,106010,6
38841330,224041,6
13364759,106055,6
10464536,102164,6
24361369,248001,6
24062368,867232,6
17197267,224041,6
10619722,323073,6
13598255,105007,6
24807038,319064,6
34908429,538022,6
20553081,380284,6
8968978,318073,6
21798503,302016,6
19608005,224017,6
21864477,775259,6
26445620,413238,6
33258989,796043,6
41745824,996002,6
10548387,870201,6
17244575,804004,6
21473377,387300,6
25580377,751363,6
25115744,202013,6
41155158,314156,6
33647100,701305,6
29645264,701305,6
29620473,866213,6
5580665,857038,6
33499681,864212,6
21480211,106061,6
39148655,224065,6
22545616,106002,6
24962252,701305,6
11724702,418132,6
11048207,312207,6
28544372,872020,6
29816835,224085,6
29792106,289006,6
6854979,863047,6
28663609,541021,6
13922543,302016,6
31720446,323073,6
34573684,127077,6
21746614,860048,6
30132792,313096,6
24438913,224081,6
31527140,311315,6
7269906,704351,6
12032331,420083,6
5351180,224033,6
6443333,701305,6
21225588,313096,6
19352592,224081,6
5597515,102011,6
37425037,867232,6
22359185,315131,6
29230620,289006,6
30537541,787254,6
39663959,290062,6
19305572,314063,6
23181673,586032,6
37054353,863047,6
23409289,224057,6
25912672,224017,6
30204217,701305,6
29325097,106003,6
16583652,420083,6
18259179,224017,6
29660346,104015,6
21077260,224057,6
19254548,224009,6
1008241,318203,6
30304517,224057,6
32400006,318203,6
25273092,106055,6
35341973,106010,6
32650241,306098,6
11836474,319064,6
15663719,248001,6
13726052,869020,6
35057954,774263,6
12143391,229008,6
1838828,102089,6
36819583,224033,6
26911069,855022,6
16128256,414136,6
34571804,314129,6
23447779,102018,6
39380633,194001,6
12962096,101004,6
31734069,537020,6
11956807,106003,6
11348613,314063,6
35214974,423117,6
25198509,319064,6
41683021,596181,6
5264143,224025,6
32753429,775256,6
4380217,291059,6
17385049,224065,6
29758765,102010,6
17723814,105074,6
29871245,102011,6
15585729,104015,6
2745793,105007,6
26355697,224057,6
29044058,102011,6
1774378,102011,6
39932492,596181,6
14920540,314156,6
12644870,596118,6
22138970,860047,6
2627231,751025,6
1798262,319062,6
21012458,102017,6
2239841,314063,6
30866284,387157,6
29430775,102164,6
21287795,282006,6
2600962,314156,6
36462867,224081,6
20306523,291055,6
29269379,106059,6
32092100,857009,6
16280602,856231,6
14109488,506002,6
27406559,104019,6
33108577,384105,6
38659477,102164,6
4375602,105007,6
10881830,224057,6
32381976,104014,6
2734253,302192,6
18929043,403176,6
6489683,314156,6
26601915,856231,6
24765601,477092,6
25123810,224057,6
29943560,742026,6
12049820,319061,6
12236826,847301,6
4373890,318009,6
1408947,314129,6
35181322,704351,6
23709345,314064,6
37889256,306189,6
17759796,314129,6
31566525,106010,6
28192703,775256,6
26311108,867047,6
26042330,314129,6
32728430,289006,6
26074178,289002,6
456454,314129,6
29931483,314129,6
7519987,306189,6
26488658,860240,6
24253773,541069,6
41461647,319064,6
30157365,413238,6
7421679,414138,6
34970569,291059,6
40133990,314063,6
26530140,224065,6
23172495,323073,6
7892521,318073,6
39190802,707371,6
26225222,855022,6
33558919,106055,6
5244884,860048,6
38383609,704351,6
26609660,106054,6
33230493,106055,6
33641011,775259,6
21361974,314129,6
7606236,704352,6
26132617,866213,6
21828083,418277,6
8158004,106059,6
35428874,860048,6
183330,295027,6
39567812,751026,6
5471726,314063,6
23263815,542038,6
21768677,387300,6
30545702,857009,6
23697489,105001,6
741612,314156,6
38828460,106050,6
29667422,381009,6
25601064,303061,6
32352642,863047,6
18017804,244001,6
29151517,279015,6
28935663,538092,6
36776018,106001,6
17918446,106010,6
32999253,863047,6
20681870,102017,6
32974843,224065,6
32007300,291059,6
24551344,596075,6
6002722,314063,6
30931946,319139,6
20294159,749001,6
11826894,870201,6
32602966,104020,6
33814964,864212,6
22921083,541060,6
38163610,314235,6
15846358,289002,6
11922467,313096,6
768516,314129,6
32795494,750409,6
25314636,869076,6
37189264,105007,6
32037644,224017,6
31856291,750013,6
16596518,856230,6
27119307,314129,6
27380389,701305,6
17799981,413214,6
1642653,224009,6
22112967,701305,6
4940925,302318,6
11629651,313096,6
5592882,704352,6
18619239,316068,6
35028934,104015,6
7094851,314064,6
31645812,542026,6
35035082,244050,6
40222646,316124,6
14067871,384218,6
31365210,106061,6
29612673,856230,6
19364613,106059,6
39990788,314129,6
33124585,314156,6
20582383,412228,6
24969829,869212,6
27062079,201027,6
4350819,318009,6
39621465,106054,6
32110012,596025,6
16040088,240003,6
27100447,224065,6
20786004,540059,6
15873904,541060,6
37112335,224017,6
40285745,854022,6
35314961,317286,6
13030546,314063,6
6689937,314129,6
20528306,320059,6
10827090,224057,6
41819532,775262,6
4261504,496001,6
16585409,102011,6
26874181,863026,6
34829695,835127,6
21571910,106055,6
28494080,864009,6
32053982,701305,6
19252092,327087,6
26607889,544095,6
5295251,289006,6
4378117,224001,6
34635339,282002,6
13275768,295007,6
24456779,319054,6
22428022,544095,6
32786680,312150,6
11561789,861020,6
31747505,224065,6
34877321,414135,6
22686625,127077,6
29787241,312207,6
37870706,854022,6
30398529,105001,6
1864572,314129,6
21148332,302192,6
29494048,774251,6
3872222,102040,6
36600136,860048,6
33706976,596182,6
28573258,314129,6
17750184,314156,6
5305426,742013,6
11792582,313064,6
17574903,381009,6
29511204,413016,6
22551267,290059,6
26704617,248001,6
35413555,314129,6
28921736,418071,6
39910297,224065,6
11079519,105245,6
32936053,224041,6
20770463,860048,6
31396099,224057,6
42739149,328498,6
34843367,105007,6
6574191,537020,6
28645223,869214,6
36703381,864009,6
14485826,869212,6
37345826,224065,6
40232225,420059,6
22687483,106010,6
26391880,418277,6
34697567,289002,6
16527869,106055,6
23000344,862009,6
29447805,544095,6
32015446,316068,6
36591591,870200,6
28028772,319064,6
38793344,106054,6
39099295,776265,6
4364578,102089,6
30841618,224041,6
24691001,312150,6
26522674,317205,6
23936256,102011,6
33294103,102018,6
13049622,775256,6
30223872,319162,6
30184378,106003,6
33396918,103079,6
25580838,314129,6
6671493,313096,6
37492682,224057,6
29510401,314129,6
17092527,303326,6
34698496,104014,6
27044346,302016,6
40940329,868028,6
13740956,290059,6
23464092,105245,6
37603197,102013,6
14653110,867232,6
28652791,538021,6
28036143,102011,6
16866793,544095,6
2478690,856230,6
289136,224009,6
18471389,418073,6
7353042,104119,6
21487306,596181,6
4488859,106059,6
33586275,319061,6
20906126,864212,6
24132780,311315,6
32853792,325098,6
19235512,224001,6
27346543,538021,6
22239826,596025,6
29614343,306098,6
5174888,104014,6
37008920,701305,6
19414193,104015,6
30233304,540051,6
13742302,314156,6
30192942,194001,6
28696914,314064,6
25180970,224057,6
20744539,596056,6
33375486,312207,6
170927,315131,6
24876744,701305,6
6354927,104015,6
27153689,862009,6
22933673,706364,6
28932961,381009,6
20028773,311316,6
26838456,106010,6
4840292,704351,6
24117590,224033,6
34855116,313096,6
34955747,104019,6
28023041,854011,6
26121703,102017,6
38195780,306189,6
22315245,869212,6
22197609,106055,6
8162528,106054,6
30084037,106059,6
32432470,384218,6
31895819,291059,6
17167238,105244,6
23063097,224057,6
34523494,105001,6
14032606,291059,6
16131792,314129,6
13606110,105074,6
18113100,538021,6
27103833,752081,6
16530991,314156,6
14026740,106010,6
2461455,318009,6
38605724,291059,6
24462116,224057,6
27357925,318009,6
27954028,101004,6
1454201,224033,6
10593393,414135,6
2287806,224017,6
25579597,403176,6
4798850,860048,6
11895957,776265,6
18432343,323073,6
21648771,320190,6
39987088,227079,6
10016545,646081,6
31841045,314129,6
24258082,224057,6
23113235,865028,6
37419725,420059,6
7846737,317205,6
1410284,314063,6
11655520,289006,6
906662,209032,6
5700080,380284,6
27990874,704351,6
16238495,314129,6
12039749,857038,6
37661140,314129,6
37886715,194001,6
29579858,315131,6
8597629,498009,6
11573224,868024,6
33050097,319054,6
33687403,860048,6
37200083,380284,6
24427280,224065,6
19635051,224033,6
19015729,412150,6
32267130,317205,6
26058686,106059,6
23267805,282002,6
35481529,105071,6
12667110,109069,6
29717772,303061,6
29405577,413238,6
31786470,318009,6
24251700,701305,6
37510007,224057,6
18736078,380284,6
28737001,701305,6
26746389,863047,6
29060405,104015,6
32562711,224017,6
222536,318009,6
38616257,318009,6
28951096,869212,6
33255371,856047,6
13334457,704351,6
4126422,319062,6
2434552,314156,6
33889458,242004,6
11341691,414135,6
6155131,325098,6
28547733,279015,6
18506930,594244,6
19450024,387299,6
12406996,290059,6
16261517,862010,6
28678851,106050,6
33022754,224009,6
8422175,323073,6
13212265,327104,6
19102345,701305,6
33304154,867048,6
26394046,414135,6
22590222,224017,6
14249351,290059,6
35135298,856047,6
26295434,864212,6
32098817,302016,6
13281852,869020,6
39535992,856047,6
28965673,323073,6
27365861,224065,6
27149187,314129,6
10991667,701305,6
15760002,224041,6
18861282,311316,6
39615829,752081,6
31533616,106059,6
13557839,291059,6
15381084,325098,6
33474639,752081,6
25302211,102389,6
1399956,314129,6
30766405,104014,6
4307752,224001,6
29554144,101004,6
28506472,423132,6
32200279,224065,6
29400249,775256,6
32489420,311316,6
12159237,224025,6
10914029,224001,6
5395496,102016,6
30231771,318009,6
29898518,854174,6
19776491,413238,6
33129323,289006,6
21837048,289006,6
14306083,127077,6
39148507,775260,6
2112896,110282,6
33538497,295002,6
20930133,420083,6
15424876,319062,6
12334708,314156,6
33698482,501001,6
37833069,101004,6
4265613,224001,6
17389525,318203,6
14550379,105007,6
5130537,106055,6
22889516,749001,6
2979154,318009,6
18511740,320059,6
14445770,413238,6
16865679,314156,6
30775963,106054,6
38237136,380284,6
39125817,105071,6
11907201,413238,6
33338316,323073,6
36926429,319064,6
26170459,314235,6
22858536,224041,6
2755398,413214,6
23261421,869212,6
25230,314063,6
35172189,106059,6
26739230,209032,6
26929801,291062,6
21551472,106061,6
8613364,102018,6
6005675,381009,6
12462621,412228,6
23948828,787254,6
35363459,106054,6
16274779,420059,6
29934213,104015,6
19818970,313155,6
16638464,752071,6
2886805,701305,6
16386369,314235,6
16207885,856231,6
29483225,750408,6
7710469,104015,6
38704348,106003,6
23530123,506001,6
39754480,224017,6
7882458,540079,6
6078926,705357,6
36616198,102012,6
29630407,414135,6
38553753,323073,6
28677585,775258,6
27818041,245010,6
22479507,458020,6
24084470,104014,6
14012306,418278,6
30658217,224065,6
38624489,413238,6
19955155,290059,6
27372548,314063,6
15586061,106010,6
37440301,224041,6
23432087,418277,6
11123775,387299,6
324319,224009,6
31860370,224065,6
30824601,540069,6
28935490,314156,6
12409677,477160,6
18511896,224041,6
34714329,320059,6
11232718,311315,6
17180538,862003,6
7002924,224017,6
469710,704351,6
3881189,314063,6
13989054,312207,6
34489525,105071,6
24278372,701305,6
26403143,102011,6
26225427,874198,6
12554514,413238,6
12130707,106059,6
35479110,409332,6
28376332,319061,6
8244114,106003,6
38180065,105244,6
39853459,867046,6
22072454,317205,6
36460741,103079,6
21350553,224065,6
27432896,103079,6
12539869,857020,6
32742437,105074,6
28599270,413238,6
2499647,105071,6
31541658,104014,6
25250959,418073,6
21380017,477092,6
12443500,701305,6
33304712,870201,6
33813189,291059,6
22650059,311316,6
18840973,313064,6
13581553,787254,6
13444883,320443,6
37385578,106055,6
31414560,105007,6
16622856,106054,6
13679077,314129,6
19705507,106001,6
39597913,289002,6
39357596,704351,6
32995898,787254,6
39107629,105398,6
27038970,864009,6
22092296,202011,6
29170187,290059,6
39357915,306189,6
25679050,314063,6
28378827,861020,6
28702087,857020,6
12698226,105074,6
35504893,701305,6
37793694,290059,6
30947198,106055,6
12652516,384218,6
29841460,224065,6
37410812,380284,6
39741045,787254,6
33332942,868179,6
27630343,869214,6
29901111,867231,6
38089819,106054,6
5993696,106061,6
28785614,302016,6
38508057,538021,6
17062022,330002,6
15398345,380284,6
29251624,856047,6
23002162,104015,6
30717772,310080,6
27086382,106059,6
4739933,105071,6
34907948,202089,6
12988651,455030,6
27714019,279015,6
13479223,224025,6
7683712,314064,6
6013806,102010,6
4505397,102011,6
28637979,409328,6
23454597,856047,6
32656896,102164,6
20845808,102017,6
2611552,314063,6
35170133,106010,6
34787372,105001,6
30839105,420059,6
1725087,106055,6
36748365,854022,6
15655972,106055,6
39749309,420083,6
8110051,105071,6
40198440,541117,6
12311110,536001,6
12920225,706364,6
33221704,106055,6
11815930,314063,6
1226871,742016,6
27652238,860240,6
24329327,544095,6
21347070,224065,6
28372258,306098,6
20696000,312207,6
8044768,701305,6
30379592,106002,6
31711023,127077,6
16068503,323073,6
20059796,314129,6
14693397,290059,6
40946084,864009,6
25122793,594391,6
37443234,413238,6
39983544,127077,6
32733695,102089,6
11868217,224009,6
20338847,291059,6
31816778,105245,6
11661620,104115,6
32692631,224065,6
31742797,862010,6
2523391,110028,6
17107233,413238,6
33019862,544004,6
28770515,705357,6
38117406,323073,6
12268524,860047,6
4703001,105001,6
19574709,318203,6
12623610,105071,6
31960954,538022,6
28126785,701305,6
32690084,319064,6
11459924,106061,6
33247007,867231,6
30369682,323073,6
19350555,327077,6
32686390,106055,6
25765830,314129,6
30663861,541060,6
26165768,314129,6
36510652,704354,6
20970183,420083,6
4379956,290059,6
23707992,752071,6
22450221,103087,6
34768540,704351,6
23709969,596025,6
22172426,856231,6
24928736,380284,6
11700428,106055,6
35481238,410032,6
37099136,860048,6
1423097,202089,6
1768481,104115,6
17395738,596181,6
1195023,105071,6
30277771,742013,6
8914103,701305,6
11454298,224057,6
17338584,166002,6
22709490,314129,6
4011762,835130,6
17063680,202016,6
28434574,749001,6
7504350,105245,6
39540261,224065,6
41812122,865052,6
33671707,854174,6
28654788,106003,6
18797232,540060,6
377218,106061,6
2299992,381009,6
25409494,290059,6
26853864,104014,6
26208031,224065,6
32461944,860048,6
19034003,418277,6
36688374,224065,6
27991524,646081,6
24776514,409328,6
14263609,413238,6
39196690,314235,6
23754597,103079,6
28687389,701305,6
27070774,202012,6
26076422,413238,6
5131488,302016,6
29666738,313064,6
17781370,864212,6
38154164,282071,6
8266637,224081,6
18001042,868179,6
22706933,224065,6
7547766,872006,6
28629881,454030,6
32851132,319054,6
25645557,104014,6
35218935,868026,6
18484794,856231,6
34853834,224057,6
24958563,787254,6
20518537,870201,6
28039949,106010,6
12273076,749001,6
26354222,540059,6
18530710,870202,6
18463748,102012,6
33434126,106003,6
15028195,847301,6
32400583,224041,6
19926554,749001,6
32728510,705357,6
33608273,291062,6
31527829,319062,6
3938135,104014,6
16073358,224017,6
29242739,314156,6
25313827,306098,6
23994871,596048,6
18052430,596195,6
10491928,106055,6
33551399,106055,6
36982570,103239,6
20051806,224057,6
29545269,646081,6
29438688,380284,6
30868449,105001,6
3048243,314064,6
21212235,282071,6
32259251,586032,6
21350579,835129,6
26608820,314156,6
10593256,106059,6
25112645,412150,6
33614906,106001,6
26086251,106001,6
509844,704351,6
36602119,101004,6
24762626,106003,6
22725023,290059,6
37719907,318009,6
37047323,244001,6
44904,381073,6
29359163,420059,6
10059039,289006,6
39100332,835129,6
38827687,540059,6
32113467,224041,6
21474695,413214,6
13231060,104015,6
16814613,127077,6
37902621,787254,6
24334702,752081,6
22956084,314063,6
13905718,387299,6
17660010,739104,6
