USERID,FEATURES,STATE
2987328,"46,D,M",AGUASCALIENTES           
4417961,"48,S,F",AGUASCALIENTES           
32722801,"67,C,M",AGUASCALIENTES           
2743816,"70,C,F",AGUASCALIENTES           
15657870,"45,S,F",AGUASCALIENTES           
39674179,"27,C,F",AGUASCALIENTES           
7321644,"56,S,F",AGUASCALIENTES           
25295412,"41,U,F",AGUASCALIENTES           
29265722,"27,U,M",AGUASCALIENTES           
42042096,"51,C,M",AGUASCALIENTES           
25295902,"39,C,M",AGUASCALIENTES           
33509079,"44,U,F",AGUASCALIENTES           
21864289,"38,C,M",AGUASCALIENTES           
22525723,"36,C,M",AGUASCALIENTES           
21217920,"37,C,M",AGUASCALIENTES           
32871872,"62,C,M",AGUASCALIENTES           
33433314,"56,S,F",AGUASCALIENTES           
29174826,"54,S,F",BAJA CALIFORNIA NORTE    
27038869,"31,U,F",BAJA CALIFORNIA NORTE    
4647142,"57,C,M",BAJA CALIFORNIA NORTE    
4343336,"48,S,M",BAJA CALIFORNIA NORTE    
6411311,"42,U,M",BAJA CALIFORNIA NORTE    
1036226,"75,C,F",BAJA CALIFORNIA NORTE    
21796150,"63,D,F",BAJA CALIFORNIA NORTE    
14320483,"40,U,F",BAJA CALIFORNIA NORTE    
12281179,"82,S,M",BAJA CALIFORNIA NORTE    
1130485,"74,S,F",BAJA CALIFORNIA NORTE    
11767772,"53,V,F",BAJA CALIFORNIA NORTE    
24917846,"65,U,F",BAJA CALIFORNIA NORTE    
34813746,"25,U,F",BAJA CALIFORNIA NORTE    
1082277,"71,C,F",BAJA CALIFORNIA NORTE    
6409311,"69,C,F",BAJA CALIFORNIA NORTE    
13205248,"45,D,F",BAJA CALIFORNIA NORTE    
1061306,"74,C,M",BAJA CALIFORNIA NORTE    
1047653,"57,C,M",BAJA CALIFORNIA NORTE    
14867362,"56,C,M",BAJA CALIFORNIA NORTE    
12749868,"41,C,M",BAJA CALIFORNIA NORTE    
39151108,"64,C,F",BAJA CALIFORNIA NORTE    
1085383,"64,C,F",BAJA CALIFORNIA NORTE    
5101602,"52,C,M",BAJA CALIFORNIA NORTE    
5101819,"65,C,F",BAJA CALIFORNIA NORTE    
14910768,"46,S,M",BAJA CALIFORNIA NORTE    
731899,"65,C,M",BAJA CALIFORNIA NORTE    
1085973,"72,C,M",BAJA CALIFORNIA NORTE    
7833732,"68,C,F",BAJA CALIFORNIA NORTE    
5193117,"45,S,M",BAJA CALIFORNIA NORTE    
4792724,"66,C,F",BAJA CALIFORNIA NORTE    
5192964,"58,S,F",BAJA CALIFORNIA NORTE    
37556944,"65,C,F",BAJA CALIFORNIA NORTE    
7832468,"62,S,F",BAJA CALIFORNIA NORTE    
29924469,"34,U,F",BAJA CALIFORNIA NORTE    
4195972,"48,S,F",BAJA CALIFORNIA NORTE    
1492207,"72,C,F",BAJA CALIFORNIA NORTE    
1181407,"55,C,M",BAJA CALIFORNIA NORTE    
14034701,"39,C,M",BAJA CALIFORNIA NORTE    
8789939,"69,C,F",BAJA CALIFORNIA NORTE    
1015371,"60,S,F",BAJA CALIFORNIA NORTE    
4156396,"63,C,F",BAJA CALIFORNIA NORTE    
14041318,"37,U,F",BAJA CALIFORNIA NORTE    
6308338,"38,U,F",BAJA CALIFORNIA NORTE    
29748872,"59,S,F",BAJA CALIFORNIA NORTE    
8254507,"47,S,F",BAJA CALIFORNIA NORTE    
36807407,"67,V,F",BAJA CALIFORNIA NORTE    
30192140,"47,D,F",BAJA CALIFORNIA NORTE    
254735,"49,S,F",BAJA CALIFORNIA NORTE    
18542307,"68,S,F",BAJA CALIFORNIA NORTE    
6897810,"56,C,M",BAJA CALIFORNIA NORTE    
26766051,"49,U,M",BAJA CALIFORNIA NORTE    
36477865,"56,U,F",BAJA CALIFORNIA NORTE    
6350525,"60,S,M",BAJA CALIFORNIA NORTE    
25081924,"41,C,M",BAJA CALIFORNIA NORTE    
25408169,"53,C,M",BAJA CALIFORNIA NORTE    
17594055,"72,C,F",BAJA CALIFORNIA NORTE    
33508196,"50,C,M",BAJA CALIFORNIA NORTE    
24620052,"52,D,F",BAJA CALIFORNIA NORTE    
23433858,"29,U,M",BAJA CALIFORNIA NORTE    
3926894,"42,S,M",BAJA CALIFORNIA NORTE    
25118566,"24,S,M",BAJA CALIFORNIA NORTE    
30831262,"41,C,M",BAJA CALIFORNIA NORTE    
29748562,"46,U,F",BAJA CALIFORNIA NORTE    
33505295,"27,U,M",BAJA CALIFORNIA NORTE    
34957579,"24,S,F",BAJA CALIFORNIA NORTE    
28051600,"30,U,F",BAJA CALIFORNIA NORTE    
37123237,"28,C,F",BAJA CALIFORNIA NORTE    
28036427,"38,S,M",BAJA CALIFORNIA NORTE    
30498787,"49,D,F",BAJA CALIFORNIA NORTE    
27848905,"58,C,M",BAJA CALIFORNIA NORTE    
32539328,"30,C,M",BAJA CALIFORNIA NORTE    
23073988,"32,U,M",BAJA CALIFORNIA NORTE    
15207776,"47,U,F",BAJA CALIFORNIA NORTE    
34514544,"68,C,M",BAJA CALIFORNIA NORTE    
28068091,"55,S,M",BAJA CALIFORNIA NORTE    
38256899,"34,U,M",BAJA CALIFORNIA NORTE    
24961154,"38,U,F",BAJA CALIFORNIA NORTE    
33111467,"35,U,M",BAJA CALIFORNIA NORTE    
17306541,"56,C,M",BAJA CALIFORNIA NORTE    
29914644,"30,C,F",BAJA CALIFORNIA NORTE    
14740125,"33,C,M",BAJA CALIFORNIA NORTE    
32196439,"58,S,F",BAJA CALIFORNIA NORTE    
17595055,"34,S,M",BAJA CALIFORNIA NORTE    
32474787,"46,S,M",BAJA CALIFORNIA NORTE    
21184057,"54,D,F",BAJA CALIFORNIA NORTE    
20023754,"58,C,M",BAJA CALIFORNIA NORTE    
36497275,"37,C,M",BAJA CALIFORNIA NORTE    
23750733,"52,S,F",BAJA CALIFORNIA NORTE    
32941230,"34,U,F",BAJA CALIFORNIA NORTE    
23073862,"49,U,F",BAJA CALIFORNIA NORTE    
20103262,"34,U,F",BAJA CALIFORNIA NORTE    
32291279,"55,U,F",BAJA CALIFORNIA NORTE    
32471899,"38,C,M",BAJA CALIFORNIA NORTE    
23011760,"59,S,F",BAJA CALIFORNIA NORTE    
15819558,"64,S,F",BAJA CALIFORNIA NORTE    
11637481,"56,C,M",BAJA CALIFORNIA NORTE    
16530506,"51,U,F",BAJA CALIFORNIA NORTE    
24186355,"31,C,F",BAJA CALIFORNIA NORTE    
25408689,"49,C,M",BAJA CALIFORNIA NORTE    
30899413,"25,S,M",BAJA CALIFORNIA NORTE    
1081736,"61,C,M",BAJA CALIFORNIA NORTE    
19345174,"40,S,M",BAJA CALIFORNIA NORTE    
21471462,"36,C,M",BAJA CALIFORNIA NORTE    
39135039,"41,C,M",BAJA CALIFORNIA NORTE    
35479268,"37,S,M",BAJA CALIFORNIA NORTE    
32331778,"54,D,F",BAJA CALIFORNIA NORTE    
32733592,"62,S,F",BAJA CALIFORNIA NORTE    
36464010,"57,S,F",BAJA CALIFORNIA NORTE    
36745360,"62,C,M",BAJA CALIFORNIA NORTE    
29102071,"63,C,F",BAJA CALIFORNIA NORTE    
22988566,"49,D,F",BAJA CALIFORNIA NORTE    
7147552,"81,C,M",BAJA CALIFORNIA SUR      
4347837,"54,U,F",BAJA CALIFORNIA SUR      
18023797,"35,S,M",BAJA CALIFORNIA SUR      
6648207,"50,C,M",BAJA CALIFORNIA SUR      
4925364,"69,C,M",BAJA CALIFORNIA SUR      
18022207,"45,D,M",BAJA CALIFORNIA SUR      
12089932,"31,C,F",BAJA CALIFORNIA SUR      
5655619,"54,D,F",BAJA CALIFORNIA SUR      
5907530,"48,S,F",BAJA CALIFORNIA SUR      
4225398,"78,C,F",BAJA CALIFORNIA SUR      
5962962,"72,C,F",BAJA CALIFORNIA SUR      
19414632,"64,V,F",BAJA CALIFORNIA SUR      
11829698,"67,C,F",BAJA CALIFORNIA SUR      
6770571,"67,C,F",BAJA CALIFORNIA SUR      
4254492,"64,C,F",BAJA CALIFORNIA SUR      
14698931,"39,C,M",BAJA CALIFORNIA SUR      
4252144,"64,C,M",BAJA CALIFORNIA SUR      
4369516,"62,S,M",BAJA CALIFORNIA SUR      
4257876,"59,C,M",BAJA CALIFORNIA SUR      
30223753,"28,C,F",BAJA CALIFORNIA SUR      
18024279,"64,C,F",BAJA CALIFORNIA SUR      
10622111,"60,U,F",BAJA CALIFORNIA SUR      
20080450,"32,U,F",BAJA CALIFORNIA SUR      
33202366,"23,S,F",BAJA CALIFORNIA SUR      
4255745,"64,C,F",BAJA CALIFORNIA SUR      
18588421,"68,C,F",BAJA CALIFORNIA SUR      
28543196,"63,U,F",BAJA CALIFORNIA SUR      
32701928,"26,U,M",BAJA CALIFORNIA SUR      
5299816,"68,S,F",BAJA CALIFORNIA SUR      
17486037,"41,S,M",BAJA CALIFORNIA SUR      
18713865,"67,U,M",BAJA CALIFORNIA SUR      
40434796,"59,U,M",BAJA CALIFORNIA SUR      
28467354,"36,U,F",BAJA CALIFORNIA SUR      
32125597,"41,S,M",BAJA CALIFORNIA SUR      
5222987,"39,C,M",BAJA CALIFORNIA SUR      
12169538,"40,U,F",BAJA CALIFORNIA SUR      
39081863,"28,U,M",BAJA CALIFORNIA SUR      
32718015,"47,U,M",BAJA CALIFORNIA SUR      
28578431,"35,U,F",BAJA CALIFORNIA SUR      
20574822,"64,S,M",CAMPECHE                 
20294614,"35,U,F",CAMPECHE                 
25271248,"52,U,F",CAMPECHE                 
7473216,"56,C,M",CAMPECHE                 
29715346,"73,C,F",CAMPECHE                 
40577865,"68,C,F",CAMPECHE                 
36488890,"30,U,F",CAMPECHE                 
25835786,"65,C,F",CAMPECHE                 
19657906,"34,U,F",CAMPECHE                 
19374254,"45,S,F",CAMPECHE                 
25272004,"35,C,M",CAMPECHE                 
25831334,"46,U,F",CAMPECHE                 
23420427,"56,S,F",CAMPECHE                 
19657976,"32,U,M",CAMPECHE                 
26780055,"46,C,M",CAMPECHE                 
27000408,"40,U,F",CAMPECHE                 
36777442,"50,C,M",CAMPECHE                 
20294079,"47,S,M",CAMPECHE                 
26345985,"37,C,M",CAMPECHE                 
26144538,"48,U,F",CAMPECHE                 
28645474,"36,C,M",CAMPECHE                 
38346703,"63,C,M",CAMPECHE                 
27852920,"49,D,F",CHIAPAS                  
33394267,"29,C,F",CHIAPAS                  
22638106,"65,C,F",CHIAPAS                  
35266963,"43,U,F",CHIAPAS                  
13556298,"54,U,F",CHIAPAS                  
15294195,"60,C,M",CHIAPAS                  
20860977,"53,U,F",CHIAPAS                  
18391009,"47,S,F",CHIAPAS                  
15192755,"48,D,F",CHIAPAS                  
18306191,"63,C,M",CHIAPAS                  
24379994,"42,U,F",CHIAPAS                  
31646635,"31,U,F",CHIAPAS                  
12782996,"46,S,F",CHIAPAS                  
12545474,"46,S,M",CHIAPAS                  
18470218,"45,U,F",CHIAPAS                  
16055385,"46,U,F",CHIAPAS                  
15191297,"50,C,M",CHIAPAS                  
19422991,"58,S,F",CHIAPAS                  
23658664,"41,U,F",CHIAPAS                  
37967469,"23,S,F",CHIAPAS                  
18377887,"59,U,F",CHIAPAS                  
29249787,"36,S,M",CHIAPAS                  
15168808,"57,C,M",CHIAPAS                  
29554648,"25,C,M",CHIAPAS                  
28157251,"30,C,F",CHIAPAS                  
23178240,"49,C,M",CHIAPAS                  
19957381,"47,S,M",CHIAPAS                  
21379677,"43,U,F",CHIAPAS                  
32283243,"24,S,M",CHIAPAS                  
30918836,"60,C,M",CHIAPAS                  
42082690,"24,S,F",CHIAPAS                  
38525462,"27,C,F",CHIAPAS                  
24065585,"37,U,F",CHIAPAS                  
19651017,"80,S,F",CHIAPAS                  
24056883,"60,C,M",CHIAPAS                  
24381834,"29,C,F",CHIAPAS                  
39232574,"24,S,M",CHIAPAS                  
37430584,"23,S,F",CHIAPAS                  
19866429,"57,S,F",CHIAPAS                  
12752981,"35,C,M",CHIAPAS                  
28356293,"36,U,M",CHIAPAS                  
25579285,"49,C,M",CHIAPAS                  
38302340,"29,C,M",CHIAPAS                  
28764565,"32,U,M",CHIAPAS                  
20637102,"37,S,M",CHIAPAS                  
29728292,"31,C,F",CHIAPAS                  
24586889,"31,C,F",CHIAPAS                  
22965001,"28,U,F",CHIAPAS                  
35499076,"39,C,M",CHIAPAS                  
30666984,"37,S,M",CHIAPAS                  
20767853,"47,D,F",CHIAPAS                  
20768127,"45,U,M",CHIAPAS                  
29522439,"44,S,F",CHIAPAS                  
24373155,"39,U,F",CHIAPAS                  
13535146,"46,S,F",CHIAPAS                  
39816255,"66,C,F",CHIAPAS                  
35057861,"38,C,M",CHIAPAS                  
31505802,"35,C,M",CHIAPAS                  
18305174,"64,V,F",CHIAPAS                  
18351646,"44,S,F",CHIHUAHUA                
29647262,"29,U,F",CHIHUAHUA                
18399756,"28,C,F",CHIHUAHUA                
30602534,"27,C,F",CHIHUAHUA                
37412021,"26,C,F",CHIHUAHUA                
2882028,"74,C,F",CHIHUAHUA                
2586264,"77,C,M",CHIHUAHUA                
34707348,"69,S,F",CHIHUAHUA                
6077433,"64,C,F",CHIHUAHUA                
10048780,"38,S,M",CHIHUAHUA                
2571107,"51,C,M",CHIHUAHUA                
5002038,"56,C,M",CHIHUAHUA                
16152018,"73,C,M",CHIHUAHUA                
12120271,"73,C,M",CHIHUAHUA                
12588748,"40,U,F",CHIHUAHUA                
14349816,"37,U,F",CHIHUAHUA                
2845566,"52,S,F",CHIHUAHUA                
2558467,"78,C,M",CHIHUAHUA                
6079369,"54,S,F",CHIHUAHUA                
2583011,"53,S,F",CHIHUAHUA                
18236747,"57,S,F",CHIHUAHUA                
3943808,"63,C,M",CHIHUAHUA                
12227536,"63,C,F",CHIHUAHUA                
34761410,"28,C,F",CHIHUAHUA                
37792755,"74,C,F",CHIHUAHUA                
4455349,"71,C,F",CHIHUAHUA                
2574178,"70,C,M",CHIHUAHUA                
23473040,"36,V,F",CHIHUAHUA                
14626992,"41,C,M",CHIHUAHUA                
5057393,"61,S,F",CHIHUAHUA                
27553664,"40,S,M",CHIHUAHUA                
25473567,"34,S,M",CHIHUAHUA                
37009973,"38,U,M",CHIHUAHUA                
26288425,"30,C,F",CHIHUAHUA                
2625232,"43,U,F",CHIHUAHUA                
16988154,"48,S,F",CHIHUAHUA                
31946715,"63,C,F",CHIHUAHUA                
24070862,"28,C,M",CHIHUAHUA                
16985043,"64,C,M",CHIHUAHUA                
7645923,"37,C,M",CHIHUAHUA                
22854171,"29,U,M",CHIHUAHUA                
2572757,"60,U,F",CHIHUAHUA                
39593799,"32,C,M",CHIHUAHUA                
30286035,"46,C,M",CHIHUAHUA                
18258058,"43,U,M",CHIHUAHUA                
3021656,"46,S,F",CHIHUAHUA                
40159913,"50,S,M",CHIHUAHUA                
23008086,"36,S,M",CHIHUAHUA                
25874826,"37,U,F",CHIHUAHUA                
29579894,"66,S,F",CHIHUAHUA                
20153983,"52,D,F",CHIHUAHUA                
37879614,"50,S,F",CHIHUAHUA                
34893443,"54,C,M",CHIHUAHUA                
39443475,"57,V,F",CHIHUAHUA                
23007665,"32,U,F",CHIHUAHUA                
38427009,"54,U,F",CHIHUAHUA                
30766331,"30,C,F",CHIHUAHUA                
33914312,"60,S,F",CHIHUAHUA                
27515138,"67,V,F",CHIHUAHUA                
2618084,"57,S,F",CHIHUAHUA                
25868774,"38,C,M",CHIHUAHUA                
27964544,"37,C,M",CHIHUAHUA                
25948728,"52,C,M",CHIHUAHUA                
32549205,"50,D,F",CHIHUAHUA                
30827541,"70,S,F",CHIHUAHUA                
10501143,"38,C,M",CHIHUAHUA                
33327003,"70,V,F",CHIHUAHUA                
19744103,"58,D,F",CHIHUAHUA                
33638065,"55,C,M",CHIHUAHUA                
2862481,"52,C,M",CHIHUAHUA                
39444544,"58,U,M",CHIHUAHUA                
28447235,"38,C,M",CHIHUAHUA                
29400094,"39,C,M",CHIHUAHUA                
39006477,"50,S,F",CHIHUAHUA                
38336860,"25,S,M",CHIHUAHUA                
42537513,"24,C,M",CHIHUAHUA                
40174685,"34,S,M",CHIHUAHUA                
37411752,"23,S,F",CHIHUAHUA                
31657625,"34,C,M",CHIHUAHUA                
27517747,"47,S,F",CHIHUAHUA                
32031050,"67,D,F",CHIHUAHUA                
29010871,"48,S,F",CHIHUAHUA                
33361939,"27,U,F",CHIHUAHUA                
19526972,"57,V,F",COAHUILA                 
2640961,"62,S,F",COAHUILA                 
32666636,"31,C,F",COAHUILA                 
2253323,"65,C,F",COAHUILA                 
11663291,"36,S,M",COAHUILA                 
13968877,"62,C,M",COAHUILA                 
10027784,"45,S,F",COAHUILA                 
26734142,"29,C,F",COAHUILA                 
2322085,"74,C,F",COAHUILA                 
2249112,"57,C,M",COAHUILA                 
12777283,"63,C,F",COAHUILA                 
13959657,"54,C,M",COAHUILA                 
4960761,"59,V,F",COAHUILA                 
22849765,"64,C,F",COAHUILA                 
39590190,"30,C,F",COAHUILA                 
31905316,"60,V,F",COAHUILA                 
15706648,"59,C,M",COAHUILA                 
2251192,"60,C,M",COAHUILA                 
17085221,"43,U,M",COAHUILA                 
15709091,"57,U,F",COAHUILA                 
2690459,"74,C,M",COAHUILA                 
10512519,"44,D,F",COAHUILA                 
2317573,"64,V,F",COAHUILA                 
6811152,"54,S,F",COAHUILA                 
2309304,"79,C,M",COAHUILA                 
13258692,"51,C,M",COAHUILA                 
17490348,"52,U,F",COAHUILA                 
22892198,"54,S,M",COAHUILA                 
8292401,"55,C,M",COAHUILA                 
24658962,"29,U,F",COAHUILA                 
2278559,"52,C,M",COAHUILA                 
1481351,"72,C,M",COAHUILA                 
33619337,"23,U,F",COAHUILA                 
24251907,"43,U,M",COAHUILA                 
28745062,"32,C,M",COAHUILA                 
23674166,"50,C,M",COAHUILA                 
39295342,"41,U,M",COAHUILA                 
16966629,"55,U,F",COAHUILA                 
32565605,"32,U,F",COAHUILA                 
5415816,"74,S,F",COAHUILA                 
38569897,"40,D,F",COAHUILA                 
28672530,"49,S,F",COAHUILA                 
16655497,"37,C,M",COAHUILA                 
33199066,"73,U,M",COAHUILA                 
35267359,"25,U,M",COAHUILA                 
32666295,"39,C,M",COAHUILA                 
39754966,"67,C,F",COAHUILA                 
32294024,"25,C,F",COAHUILA                 
39531162,"28,C,F",COAHUILA                 
34699594,"42,S,M",COAHUILA                 
22527721,"45,S,F",COAHUILA                 
13140250,"46,U,F",COAHUILA                 
25739977,"75,D,F",COAHUILA                 
10982827,"54,C,M",COAHUILA                 
2955270,"63,C,F",COAHUILA                 
2203812,"70,C,F",COAHUILA                 
30318948,"31,C,F",COAHUILA                 
27323740,"34,C,M",COAHUILA                 
36932812,"24,U,M",COAHUILA                 
38328878,"58,C,M",COAHUILA                 
5489837,"41,C,M",COAHUILA                 
32672298,"26,C,F",COAHUILA                 
31367876,"45,S,M",COAHUILA                 
40963002,"24,S,F",COAHUILA                 
39213763,"42,S,M",COAHUILA                 
18102519,"36,S,M",COLIMA                   
23621416,"40,U,F",COLIMA                   
3915762,"54,C,M",COLIMA                   
8951680,"66,C,F",COLIMA                   
34871682,"37,U,F",COLIMA                   
7493631,"41,C,M",COLIMA                   
8639475,"47,S,F",COLIMA                   
6282561,"56,C,M",COLIMA                   
6510791,"63,C,F",COLIMA                   
4332634,"83,C,M",COLIMA                   
10506454,"45,U,F",COLIMA                   
17939830,"73,C,M",COLIMA                   
5310398,"66,C,M",COLIMA                   
27470670,"68,D,M",COLIMA                   
26089514,"29,C,M",COLIMA                   
18478090,"29,C,M",COLIMA                   
32116506,"30,C,F",COLIMA                   
13700255,"55,U,F",COLIMA                   
20773538,"39,D,F",COLIMA                   
29023974,"32,D,F",COLIMA                   
39963059,"23,S,F",COLIMA                   
30747868,"25,S,M",COLIMA                   
34510578,"54,S,F",DISTRITO FEDERAL         
14931540,"78,C,F",DISTRITO FEDERAL         
8026239,"70,S,M",DISTRITO FEDERAL         
23478966,"58,U,M",DISTRITO FEDERAL         
7283789,"64,C,F",DISTRITO FEDERAL         
8409109,"66,C,F",DISTRITO FEDERAL         
17279568,"65,C,F",DISTRITO FEDERAL         
12601339,"32,U,M",DISTRITO FEDERAL         
11313538,"39,S,M",DISTRITO FEDERAL         
21574559,"64,C,F",DISTRITO FEDERAL         
13809632,"64,D,F",DISTRITO FEDERAL         
12820469,"49,U,F",DISTRITO FEDERAL         
8026262,"49,V,F",DISTRITO FEDERAL         
7738823,"46,C,M",DISTRITO FEDERAL         
7825999,"58,S,F",DISTRITO FEDERAL         
12175293,"54,U,F",DISTRITO FEDERAL         
12133916,"41,C,M",DISTRITO FEDERAL         
7800347,"76,C,M",DISTRITO FEDERAL         
13270396,"39,U,F",DISTRITO FEDERAL         
11563009,"41,C,M",DISTRITO FEDERAL         
39613502,"56,C,M",DISTRITO FEDERAL         
28147061,"49,C,M",DISTRITO FEDERAL         
15487506,"36,S,M",DISTRITO FEDERAL         
33020885,"61,C,M",DISTRITO FEDERAL         
37328263,"28,U,F",DISTRITO FEDERAL         
15560610,"48,U,F",DISTRITO FEDERAL         
22746549,"74,C,F",DISTRITO FEDERAL         
7161610,"41,U,M",DISTRITO FEDERAL         
19413814,"39,U,F",DISTRITO FEDERAL         
23310389,"46,C,M",DISTRITO FEDERAL         
25018040,"57,V,M",DISTRITO FEDERAL         
23804727,"35,S,M",DISTRITO FEDERAL         
39659993,"67,C,M",DISTRITO FEDERAL         
33792840,"32,C,M",DISTRITO FEDERAL         
27771904,"61,C,M",DISTRITO FEDERAL         
28180671,"64,S,F",DISTRITO FEDERAL         
26786749,"41,U,F",DISTRITO FEDERAL         
25059525,"30,U,M",DISTRITO FEDERAL         
21427716,"39,U,M",DISTRITO FEDERAL         
33754833,"55,U,F",DISTRITO FEDERAL         
25464181,"51,C,M",DISTRITO FEDERAL         
35435394,"26,U,F",DISTRITO FEDERAL         
28580605,"49,U,F",DISTRITO FEDERAL         
39235068,"48,S,M",DISTRITO FEDERAL         
30182059,"49,S,F",DISTRITO FEDERAL         
33782980,"58,C,M",DISTRITO FEDERAL         
18104836,"46,S,F",DISTRITO FEDERAL         
37718445,"32,U,F",DISTRITO FEDERAL         
33738691,"40,U,F",DISTRITO FEDERAL         
29103623,"57,D,M",DISTRITO FEDERAL         
31409128,"41,C,M",DISTRITO FEDERAL         
27307184,"28,C,F",DISTRITO FEDERAL         
19890291,"33,U,M",DISTRITO FEDERAL         
32118271,"33,U,M",DISTRITO FEDERAL         
21874323,"37,C,M",DISTRITO FEDERAL         
15703181,"58,S,F",DISTRITO FEDERAL         
28667785,"35,U,F",DISTRITO FEDERAL         
26751549,"46,U,F",DISTRITO FEDERAL         
25675916,"35,U,F",DISTRITO FEDERAL         
36874455,"52,D,M",DISTRITO FEDERAL         
32979329,"53,U,M",DISTRITO FEDERAL         
28742603,"27,U,F",DISTRITO FEDERAL         
20114568,"49,C,M",DISTRITO FEDERAL         
14832490,"54,D,M",DISTRITO FEDERAL         
24848083,"50,C,M",DISTRITO FEDERAL         
26306210,"39,C,M",DISTRITO FEDERAL         
26065294,"48,U,F",DISTRITO FEDERAL         
39704385,"50,C,M",DISTRITO FEDERAL         
17175867,"50,S,F",DISTRITO FEDERAL         
32532872,"54,C,M",DISTRITO FEDERAL         
31559556,"26,U,F",DISTRITO FEDERAL         
28668314,"63,S,F",DISTRITO FEDERAL         
33068963,"70,C,M",DISTRITO FEDERAL         
35359297,"60,S,M",DISTRITO FEDERAL         
41092600,"55,S,F",DISTRITO FEDERAL         
37518779,"53,C,M",DISTRITO FEDERAL         
39931223,"28,C,F",DISTRITO FEDERAL         
29472282,"65,V,F",DISTRITO FEDERAL         
32239548,"62,C,M",DISTRITO FEDERAL         
30934871,"31,C,F",DISTRITO FEDERAL         
34872941,"49,C,M",DISTRITO FEDERAL         
32278047,"39,U,F",DISTRITO FEDERAL         
39783609,"44,S,M",DISTRITO FEDERAL         
32360927,"53,C,M",DISTRITO FEDERAL         
34523944,"27,U,F",DISTRITO FEDERAL         
33011510,"24,C,F",DISTRITO FEDERAL         
34823151,"33,U,F",DISTRITO FEDERAL         
32361156,"59,S,F",DISTRITO FEDERAL         
36484221,"52,S,F",DISTRITO FEDERAL         
36975298,"30,U,F",DISTRITO FEDERAL         
29824243,"39,S,M",DURANGO                  
17251817,"42,V,F",DURANGO                  
2114801,"58,S,F",DURANGO                  
2250022,"66,C,F",DURANGO                  
10493004,"57,C,M",DURANGO                  
14306339,"73,S,F",DURANGO                  
2018135,"65,C,F",DURANGO                  
39502017,"70,C,M",DURANGO                  
2281004,"65,C,F",DURANGO                  
2318889,"69,C,F",DURANGO                  
2039808,"61,C,M",DURANGO                  
14569249,"47,D,F",DURANGO                  
2201433,"66,C,F",DURANGO                  
11120335,"58,S,F",DURANGO                  
6417532,"45,S,M",DURANGO                  
27655188,"36,U,F",DURANGO                  
21913766,"29,U,M",DURANGO                  
12757473,"48,U,F",DURANGO                  
2096788,"65,C,F",DURANGO                  
21767811,"56,S,F",DURANGO                  
2081728,"49,S,M",DURANGO                  
23641756,"28,U,M",DURANGO                  
18314835,"43,S,M",DURANGO                  
18195099,"63,C,F",DURANGO                  
32294351,"37,C,M",DURANGO                  
2274881,"69,S,F",DURANGO                  
20553953,"45,S,F",DURANGO                  
35187092,"24,U,F",DURANGO                  
17435151,"49,S,F",DURANGO                  
39686896,"44,S,F",DURANGO                  
32635114,"45,S,M",DURANGO                  
16645299,"71,C,M",DURANGO                  
13241806,"36,C,M",DURANGO                  
23137324,"51,C,M",DURANGO                  
30623213,"34,U,M",DURANGO                  
31767510,"36,S,M",DURANGO                  
37549631,"37,S,M",DURANGO                  
35207804,"26,C,F",DURANGO                  
23239613,"38,C,M",ESTADO DE MEXICO         
17299800,"30,C,M",ESTADO DE MEXICO         
30787099,"35,U,M",ESTADO DE MEXICO         
3782682,"50,C,M",ESTADO DE MEXICO         
21141433,"35,C,M",ESTADO DE MEXICO         
11518957,"50,C,M",ESTADO DE MEXICO         
33465479,"24,S,M",ESTADO DE MEXICO         
15540409,"84,C,M",ESTADO DE MEXICO         
32983921,"63,C,F",ESTADO DE MEXICO         
26377804,"37,U,F",ESTADO DE MEXICO         
23174477,"59,S,F",ESTADO DE MEXICO         
35048220,"33,U,F",ESTADO DE MEXICO         
6837835,"73,C,F",ESTADO DE MEXICO         
35520960,"33,U,F",ESTADO DE MEXICO         
23211447,"64,C,M",ESTADO DE MEXICO         
32398332,"50,U,M",ESTADO DE MEXICO         
20705204,"43,U,F",ESTADO DE MEXICO         
14797264,"47,S,F",ESTADO DE MEXICO         
14725104,"43,S,M",ESTADO DE MEXICO         
19024255,"66,C,F",ESTADO DE MEXICO         
13284298,"35,U,F",ESTADO DE MEXICO         
10441357,"60,C,M",ESTADO DE MEXICO         
27453183,"74,C,M",ESTADO DE MEXICO         
11816895,"51,C,M",ESTADO DE MEXICO         
6946605,"55,C,M",ESTADO DE MEXICO         
11610276,"34,S,M",ESTADO DE MEXICO         
3751695,"49,V,F",ESTADO DE MEXICO         
15931557,"49,C,M",ESTADO DE MEXICO         
29246408,"65,C,F",ESTADO DE MEXICO         
30712755,"32,U,F",ESTADO DE MEXICO         
11918659,"68,U,F",ESTADO DE MEXICO         
8186248,"63,C,F",ESTADO DE MEXICO         
30180354,"67,C,F",ESTADO DE MEXICO         
6355947,"65,C,F",ESTADO DE MEXICO         
23193283,"39,U,F",ESTADO DE MEXICO         
23174499,"50,U,F",ESTADO DE MEXICO         
14501021,"66,C,F",ESTADO DE MEXICO         
13106422,"38,U,M",ESTADO DE MEXICO         
10591947,"76,V,F",ESTADO DE MEXICO         
13844449,"50,C,M",ESTADO DE MEXICO         
15442920,"33,U,F",ESTADO DE MEXICO         
8109206,"69,C,M",ESTADO DE MEXICO         
