USERID,FEATURES,STATE
18589554,"32,S,F",ZACATECAS                
17157478,"32,S,F",ZACATECAS                
16809922,"32,S,M",BAJA CALIFORNIA NORTE    
14347503,"32,S,M",CHIAPAS                  
14447650,"32,S,M",CHIAPAS                  
25964329,"32,S,M",COAHUILA                 
26824806,"32,S,M",DISTRITO FEDERAL         
20777233,"32,S,M",ESTADO DE MEXICO         
30777461,"32,S,M",ESTADO DE MEXICO         
34733393,"32,S,M",ESTADO DE MEXICO         
38918133,"32,S,M",JALISCO                  
32713689,"32,S,M",JALISCO                  
19394560,"32,S,M",OAXACA                   
25346182,"32,S,M",PUEBLA                   
21984019,"32,S,M",SONORA                   
27782053,"32,S,M",TABASCO                  
17363550,"32,S,M",BAJA CALIFORNIA NORTE    
38948368,"32,S,M",BAJA CALIFORNIA NORTE    
22988512,"32,S,M",BAJA CALIFORNIA NORTE    
13571126,"32,S,M",CHIAPAS                  
16437992,"32,S,M",CHIHUAHUA                
26954820,"32,S,M",CHIHUAHUA                
29372074,"32,S,M",CHIHUAHUA                
23064593,"32,S,M",DISTRITO FEDERAL         
30267394,"32,S,M",DISTRITO FEDERAL         
33086788,"32,S,M",ESTADO DE MEXICO         
33531353,"32,S,M",GUANAJUATO               
24147559,"32,S,M",JALISCO                  
20842313,"32,S,M",JALISCO                  
38156811,"32,S,M",JALISCO                  
19501318,"32,S,M",MICHOACAN                
35313333,"32,S,M",MORELOS                  
32116079,"32,S,M",NUEVO LEON               
20680527,"32,S,M",PUEBLA                   
38792641,"32,S,M",QUERETARO                
19206398,"32,S,M",SINALOA                  
20381951,"32,S,M",SINALOA                  
34546973,"32,S,M",SONORA                   
11983571,"32,S,M",TABASCO                  
22104370,"32,S,M",TABASCO                  
16093214,"32,S,M",VERACRUZ                 
31912626,"32,S,M",VERACRUZ                 
22906841,"32,S,M",YUCATAN                  
24362902,"32,S,M",BAJA CALIFORNIA NORTE    
26148239,"32,S,M",CAMPECHE                 
26949447,"32,S,M",COAHUILA                 
29957976,"32,S,M",COLIMA                   
30698374,"32,S,M",DISTRITO FEDERAL         
21634746,"32,S,M",ESTADO DE MEXICO         
29930602,"32,S,M",ESTADO DE MEXICO         
38418714,"32,S,M",ESTADO DE MEXICO         
41960938,"32,S,M",ESTADO DE MEXICO         
40428182,"32,S,M",ESTADO DE MEXICO         
21483521,"32,S,M",GUANAJUATO               
23779318,"32,S,M",JALISCO                  
27385335,"32,S,M",MORELOS                  
21154154,"32,S,M",NAYARIT                  
15069209,"32,S,M",NAYARIT                  
40557837,"32,S,M",NUEVO LEON               
23698830,"32,S,M",OAXACA                   
26645848,"32,S,M",OAXACA                   
31422632,"32,S,M",OAXACA                   
12811657,"32,S,M",QUINTANA ROO             
22641636,"32,S,M",QUINTANA ROO             
32302346,"32,S,M",SINALOA                  
26595181,"32,S,M",SINALOA                  
14343136,"32,S,M",TABASCO                  
21747864,"32,S,M",TAMAULIPAS               
22220228,"32,S,M",VERACRUZ                 
37162129,"32,S,M",BAJA CALIFORNIA NORTE    
14515464,"32,S,M",BAJA CALIFORNIA SUR      
39411897,"32,S,M",CAMPECHE                 
24293665,"32,S,M",CHIHUAHUA                
33390026,"32,S,M",DISTRITO FEDERAL         
25983362,"32,S,M",DISTRITO FEDERAL         
19728787,"32,S,M",ESTADO DE MEXICO         
26320685,"32,S,M",ESTADO DE MEXICO         
41207276,"32,S,M",ESTADO DE MEXICO         
28071571,"32,S,M",GUANAJUATO               
27711110,"32,S,M",GUANAJUATO               
10647572,"32,S,M",JALISCO                  
22999305,"32,S,M",JALISCO                  
12893715,"32,S,M",MORELOS                  
18287029,"32,S,M",NUEVO LEON               
36978750,"32,S,M",QUINTANA ROO             
32393490,"32,S,M",QUINTANA ROO             
19443979,"32,S,M",SAN LUIS POTOSI          
21935263,"32,S,M",SINALOA                  
19929946,"32,S,M",SONORA                   
23312670,"32,S,M",TAMAULIPAS               
32778829,"32,S,M",TAMAULIPAS               
23141877,"32,S,M",VERACRUZ                 
30951535,"32,S,M",BAJA CALIFORNIA NORTE    
33700687,"32,S,M",CHIHUAHUA                
35240706,"32,S,M",DISTRITO FEDERAL         
30660883,"32,S,M",DISTRITO FEDERAL         
29789555,"32,S,M",ESTADO DE MEXICO         
16261380,"32,S,M",GUERRERO                 
25943761,"32,S,M",GUERRERO                 
34797704,"32,S,M",GUERRERO                 
30872116,"32,S,M",JALISCO                  
25219837,"32,S,M",JALISCO                  
36661745,"32,S,M",JALISCO                  
17973410,"32,S,M",NAYARIT                  
14623015,"32,S,M",NUEVO LEON               
27348138,"32,S,M",PUEBLA                   
29790885,"32,S,M",PUEBLA                   
20906172,"32,S,M",SINALOA                  
29018965,"32,S,M",SINALOA                  
21428408,"32,S,M",SONORA                   
26990475,"32,S,M",TAMAULIPAS               
26214052,"32,S,M",TLAXCALA                 
29540800,"32,S,M",VERACRUZ                 
23730768,"32,S,M",AGUASCALIENTES           
15658836,"32,S,M",BAJA CALIFORNIA SUR      
39081873,"32,S,M",BAJA CALIFORNIA SUR      
40389021,"32,S,M",CAMPECHE                 
37617816,"32,S,M",CHIHUAHUA                
25927639,"32,S,M",DISTRITO FEDERAL         
14582984,"32,S,M",DURANGO                  
26054784,"32,S,M",ESTADO DE MEXICO         
16437009,"32,S,M",ESTADO DE MEXICO         
36790428,"32,S,M",ESTADO DE MEXICO         
18055892,"32,S,M",ESTADO DE MEXICO         
33298304,"32,S,M",ESTADO DE MEXICO         
29687548,"32,S,M",ESTADO DE MEXICO         
20878799,"32,S,M",GUANAJUATO               
14835750,"32,S,M",GUANAJUATO               
22772370,"32,S,M",GUERRERO                 
19858166,"32,S,M",HIDALGO                  
23118845,"32,S,M",HIDALGO                  
28327696,"32,S,M",HIDALGO                  
25789089,"32,S,M",JALISCO                  
25968075,"32,S,M",JALISCO                  
24451414,"32,S,M",JALISCO                  
20353903,"32,S,M",NUEVO LEON               
21912326,"32,S,M",SAN LUIS POTOSI          
20782274,"32,S,M",SAN LUIS POTOSI          
22541919,"32,S,M",SONORA                   
34657770,"32,S,M",TAMAULIPAS               
35207204,"32,S,M",TAMAULIPAS               
18119990,"32,S,M",TAMAULIPAS               
29656433,"32,S,M",VERACRUZ                 
29959255,"32,S,M",ZACATECAS                
25487312,"32,S,M",CHIAPAS                  
29380832,"32,S,M",CHIHUAHUA                
29103125,"32,S,M",DISTRITO FEDERAL         
16588016,"32,S,M",ESTADO DE MEXICO         
38036926,"32,S,M",ESTADO DE MEXICO         
23379880,"32,S,M",ESTADO DE MEXICO         
26978205,"32,S,M",ESTADO DE MEXICO         
29115674,"32,S,M",ESTADO DE MEXICO         
28446328,"32,S,M",ESTADO DE MEXICO         
37634640,"32,S,M",ESTADO DE MEXICO         
15967174,"32,S,M",GUANAJUATO               
27954508,"32,S,M",GUERRERO                 
19403318,"32,S,M",GUERRERO                 
28631702,"32,S,M",JALISCO                  
25313274,"32,S,M",JALISCO                  
25264820,"32,S,M",NUEVO LEON               
36745227,"32,S,M",NUEVO LEON               
27644936,"32,S,M",OAXACA                   
19471796,"32,S,M",PUEBLA                   
19268221,"32,S,M",PUEBLA                   
23195663,"32,S,M",SAN LUIS POTOSI          
13395286,"32,S,M",SONORA                   
28499397,"32,S,M",SONORA                   
25095375,"32,S,M",SONORA                   
39509301,"32,S,M",SONORA                   
17178375,"32,S,M",TAMAULIPAS               
27451239,"32,S,M",TAMAULIPAS               
35319091,"32,S,M",VERACRUZ                 
33127691,"33,C,F",AGUASCALIENTES           
10611729,"33,C,F",BAJA CALIFORNIA NORTE    
35411447,"33,C,F",BAJA CALIFORNIA NORTE    
33050035,"33,C,F",BAJA CALIFORNIA NORTE    
39786863,"33,C,F",CHIAPAS                  
13242406,"33,C,F",CHIHUAHUA                
16192029,"33,C,F",CHIHUAHUA                
35205849,"33,C,F",CHIHUAHUA                
37616402,"33,C,F",DURANGO                  
14991494,"33,C,F",ESTADO DE MEXICO         
23789835,"33,C,F",ESTADO DE MEXICO         
36973085,"33,C,F",ESTADO DE MEXICO         
31478617,"33,C,F",ESTADO DE MEXICO         
16068026,"33,C,F",ESTADO DE MEXICO         
40579810,"33,C,F",GUERRERO                 
20122939,"33,C,F",GUERRERO                 
27716927,"33,C,F",HIDALGO                  
13886634,"33,C,F",MICHOACAN                
33007193,"33,C,F",NAYARIT                  
32100110,"33,C,F",NUEVO LEON               
23916742,"33,C,F",OAXACA                   
26816405,"33,C,F",PUEBLA                   
23967356,"33,C,F",PUEBLA                   
32011201,"33,C,F",SAN LUIS POTOSI          
32409011,"33,C,F",SINALOA                  
25571592,"33,C,F",SINALOA                  
31473797,"33,C,F",SONORA                   
24409544,"33,C,F",TABASCO                  
36938187,"33,C,F",TABASCO                  
19914184,"33,C,F",VERACRUZ                 
27796114,"33,C,F",VERACRUZ                 
23557931,"33,C,F",ZACATECAS                
32791524,"33,C,F",AGUASCALIENTES           
14433039,"33,C,F",BAJA CALIFORNIA NORTE    
25658496,"33,C,F",BAJA CALIFORNIA SUR      
33065373,"33,C,F",CHIAPAS                  
25582161,"33,C,F",CHIAPAS                  
27463597,"33,C,F",CHIHUAHUA                
16276565,"33,C,F",COLIMA                   
38724924,"33,C,F",DISTRITO FEDERAL         
29882130,"33,C,F",ESTADO DE MEXICO         
24276361,"33,C,F",GUANAJUATO               
17999625,"33,C,F",GUERRERO                 
35436501,"33,C,F",GUERRERO                 
11246738,"33,C,F",HIDALGO                  
33429050,"33,C,F",JALISCO                  
22922750,"33,C,F",JALISCO                  
28240828,"33,C,F",JALISCO                  
22132728,"33,C,F",MICHOACAN                
38154632,"33,C,F",NAYARIT                  
31427587,"33,C,F",NUEVO LEON               
39386937,"33,C,F",NUEVO LEON               
35459949,"33,C,F",NUEVO LEON               
29509122,"33,C,F",OAXACA                   
38010267,"33,C,F",PUEBLA                   
15734418,"33,C,F",QUINTANA ROO             
27737388,"33,C,F",SAN LUIS POTOSI          
27463442,"33,C,F",SAN LUIS POTOSI          
34603169,"33,C,F",SAN LUIS POTOSI          
28212822,"33,C,F",SINALOA                  
17981166,"33,C,F",SINALOA                  
7960511,"33,C,F",SINALOA                  
14684421,"33,C,F",SONORA                   
18338176,"33,C,F",TABASCO                  
39972581,"33,C,F",VERACRUZ                 
18462515,"33,C,F",VERACRUZ                 
36719880,"33,C,F",VERACRUZ                 
27980222,"33,C,F",AGUASCALIENTES           
33427099,"33,C,F",AGUASCALIENTES           
36620297,"33,C,F",BAJA CALIFORNIA NORTE    
18319239,"33,C,F",BAJA CALIFORNIA NORTE    
30507558,"33,C,F",CHIHUAHUA                
30741924,"33,C,F",ESTADO DE MEXICO         
23490778,"33,C,F",ESTADO DE MEXICO         
29663412,"33,C,F",HIDALGO                  
24835486,"33,C,F",JALISCO                  
30701652,"33,C,F",JALISCO                  
37197698,"33,C,F",MORELOS                  
24793978,"33,C,F",NUEVO LEON               
28784223,"33,C,F",OAXACA                   
19394251,"33,C,F",OAXACA                   
22103089,"33,C,F",QUINTANA ROO             
25374589,"33,C,F",TAMAULIPAS               
26226607,"33,C,F",TLAXCALA                 
24314432,"33,C,F",VERACRUZ                 
25284608,"33,C,F",VERACRUZ                 
24545892,"33,C,F",YUCATAN                  
26810883,"33,C,F",YUCATAN                  
21703405,"33,C,F",AGUASCALIENTES           
40031769,"33,C,F",BAJA CALIFORNIA NORTE    
12900944,"33,C,F",BAJA CALIFORNIA SUR      
18868604,"33,C,F",CHIAPAS                  
42218302,"33,C,F",CHIAPAS                  
26969307,"33,C,F",CHIAPAS                  
31856709,"33,C,F",CHIAPAS                  
32532637,"33,C,F",COAHUILA                 
34778141,"33,C,F",DISTRITO FEDERAL         
22020275,"33,C,F",ESTADO DE MEXICO         
19285848,"33,C,F",ESTADO DE MEXICO         
22042484,"33,C,F",ESTADO DE MEXICO         
35331157,"33,C,F",GUERRERO                 
38117335,"33,C,F",GUERRERO                 
32969547,"33,C,F",GUERRERO                 
33939599,"33,C,F",JALISCO                  
19428162,"33,C,F",JALISCO                  
31425871,"33,C,F",JALISCO                  
37395043,"33,C,F",JALISCO                  
39529170,"33,C,F",MICHOACAN                
32156868,"33,C,F",MICHOACAN                
15048295,"33,C,F",NAYARIT                  
25793677,"33,C,F",NAYARIT                  
28026766,"33,C,F",OAXACA                   
22317508,"33,C,F",OAXACA                   
37776341,"33,C,F",PUEBLA                   
14793432,"33,C,F",SINALOA                  
34724593,"33,C,F",SINALOA                  
29889448,"33,C,F",SONORA                   
28191805,"33,C,F",TLAXCALA                 
12454325,"33,C,F",VERACRUZ                 
25834355,"33,C,F",CAMPECHE                 
28568049,"33,C,F",CAMPECHE                 
16504961,"33,C,F",CHIHUAHUA                
18075105,"33,C,F",CHIHUAHUA                
26432095,"33,C,F",COAHUILA                 
32971395,"33,C,F",DISTRITO FEDERAL         
35100909,"33,C,F",DISTRITO FEDERAL         
10557433,"33,C,F",DISTRITO FEDERAL         
35357610,"33,C,F",ESTADO DE MEXICO         
23192883,"33,C,F",ESTADO DE MEXICO         
33607238,"33,C,F",ESTADO DE MEXICO         
33611695,"33,C,F",ESTADO DE MEXICO         
40144283,"33,C,F",ESTADO DE MEXICO         
29909373,"33,C,F",GUERRERO                 
26279739,"33,C,F",GUERRERO                 
14765777,"33,C,F",JALISCO                  
13889209,"33,C,F",MICHOACAN                
23664356,"33,C,F",MICHOACAN                
37530147,"33,C,F",MICHOACAN                
18018733,"33,C,F",MICHOACAN                
23793744,"33,C,F",NAYARIT                  
30414955,"33,C,F",NUEVO LEON               
18851271,"33,C,F",OAXACA                   
30605435,"33,C,F",OAXACA                   
37432433,"33,C,F",PUEBLA                   
19796628,"33,C,F",SAN LUIS POTOSI          
32044978,"33,C,F",TABASCO                  
27673782,"33,C,F",VERACRUZ                 
19650813,"33,C,F",YUCATAN                  
22730659,"33,C,F",BAJA CALIFORNIA SUR      
19870813,"33,C,F",CHIAPAS                  
13491575,"33,C,F",CHIHUAHUA                
13200813,"33,C,F",COAHUILA                 
20628221,"33,C,F",COLIMA                   
30839912,"33,C,F",DISTRITO FEDERAL         
16359620,"33,C,F",DURANGO                  
36827642,"33,C,F",ESTADO DE MEXICO         
26872151,"33,C,F",ESTADO DE MEXICO         
19441121,"33,C,F",GUANAJUATO               
15382124,"33,C,F",GUANAJUATO               
26785590,"33,C,F",GUANAJUATO               
32926538,"33,C,F",GUANAJUATO               
15494089,"33,C,F",GUERRERO                 
16435053,"33,C,F",JALISCO                  
29071859,"33,C,F",JALISCO                  
36869246,"33,C,F",JALISCO                  
32839695,"33,C,F",MORELOS                  
32634134,"33,C,F",NUEVO LEON               
36932354,"33,C,F",NUEVO LEON               
15463083,"33,C,F",QUERETARO                
25937375,"33,C,F",SINALOA                  
30115779,"33,C,F",SINALOA                  
16200067,"33,C,F",SONORA                   
23311745,"33,C,F",TAMAULIPAS               
14586283,"33,C,F",YUCATAN                  
37932420,"33,C,F",YUCATAN                  
23688230,"33,C,F",AGUASCALIENTES           
26146821,"33,C,F",CAMPECHE                 
24427223,"33,C,F",CHIAPAS                  
32327570,"33,C,F",CHIHUAHUA                
33341795,"33,C,F",CHIHUAHUA                
34772013,"33,C,F",COAHUILA                 
35118548,"33,C,F",DISTRITO FEDERAL         
32844469,"33,C,F",ESTADO DE MEXICO         
33509767,"33,C,F",ESTADO DE MEXICO         
33783940,"33,C,F",ESTADO DE MEXICO         
33424859,"33,C,F",ESTADO DE MEXICO         
33545540,"33,C,F",ESTADO DE MEXICO         
39320507,"33,C,F",GUANAJUATO               
20076660,"33,C,F",GUANAJUATO               
25802673,"33,C,F",GUERRERO                 
30608020,"33,C,F",JALISCO                  
31536336,"33,C,F",JALISCO                  
16322577,"33,C,F",JALISCO                  
20532765,"33,C,F",MICHOACAN                
32783998,"33,C,F",MORELOS                  
18516941,"33,C,F",NAYARIT                  
42604142,"33,C,F",NAYARIT                  
22316764,"33,C,F",OAXACA                   
13412180,"33,C,F",OAXACA                   
17052447,"33,C,F",PUEBLA                   
36894909,"33,C,F",QUERETARO                
34806351,"33,C,F",SAN LUIS POTOSI          
21945312,"33,C,F",SINALOA                  
17162609,"33,C,F",SONORA                   
15101120,"33,C,F",TABASCO                  
23282174,"33,C,F",TABASCO                  
40571397,"33,C,F",TABASCO                  
31354046,"33,C,F",TAMAULIPAS               
18485351,"33,S,F",BAJA CALIFORNIA NORTE    
26495117,"33,S,F",CAMPECHE                 
30783491,"33,S,F",DISTRITO FEDERAL         
18575391,"33,S,F",DISTRITO FEDERAL         
25418635,"33,S,F",DURANGO                  
22397144,"33,S,F",ESTADO DE MEXICO         
23996254,"33,S,F",ESTADO DE MEXICO         
29148026,"33,S,F",ESTADO DE MEXICO         
28400050,"33,S,F",ESTADO DE MEXICO         
39369406,"33,S,F",ESTADO DE MEXICO         
32515342,"33,S,F",ESTADO DE MEXICO         
14166608,"33,S,F",GUANAJUATO               
20287048,"33,S,F",GUANAJUATO               
28200305,"33,S,F",GUERRERO                 
15567152,"33,S,F",GUERRERO                 
8349851,"33,S,F",GUERRERO                 
24684749,"33,S,F",GUERRERO                 
20327949,"33,S,F",HIDALGO                  
32716231,"33,S,F",HIDALGO                  
23932532,"33,S,F",JALISCO                  
28724512,"33,S,F",JALISCO                  
35340671,"33,S,F",JALISCO                  
19522283,"33,S,F",JALISCO                  
25555048,"33,S,F",MICHOACAN                
21351128,"33,S,F",MICHOACAN                
12212422,"33,S,F",MORELOS                  
35088159,"33,S,F",NAYARIT                  
23702929,"33,S,F",OAXACA                   
25195390,"33,S,F",OAXACA                   
20649714,"33,S,F",PUEBLA                   
22131558,"33,S,F",PUEBLA                   
19003864,"33,S,F",SAN LUIS POTOSI          
16361431,"33,S,F",SAN LUIS POTOSI          
34591631,"33,S,F",SINALOA                  
19447493,"33,S,F",SINALOA                  
14048107,"33,S,F",SINALOA                  
22994367,"33,S,F",SINALOA                  
24187369,"33,S,F",SONORA                   
17341780,"33,S,F",TAMAULIPAS               
19366962,"33,S,F",TAMAULIPAS               
24415612,"33,S,F",VERACRUZ                 
22917814,"33,S,F",VERACRUZ                 
27991212,"33,S,F",VERACRUZ                 
19232303,"33,S,F",VERACRUZ                 
30185860,"33,S,F",VERACRUZ                 
35489190,"33,S,F",VERACRUZ                 
15284210,"33,S,F",BAJA CALIFORNIA NORTE    
19561942,"33,S,F",BAJA CALIFORNIA NORTE    
41021326,"33,S,F",BAJA CALIFORNIA NORTE    
36562611,"33,S,F",BAJA CALIFORNIA NORTE    
27112514,"33,S,F",BAJA CALIFORNIA SUR      
26187361,"33,S,F",CHIHUAHUA                
24188802,"33,S,F",CHIHUAHUA                
27118132,"33,S,F",COLIMA                   
12044546,"33,S,F",COLIMA                   
38967303,"33,S,F",DISTRITO FEDERAL         
33887762,"33,S,F",DISTRITO FEDERAL         
23005356,"33,S,F",DURANGO                  
13373132,"33,S,F",ESTADO DE MEXICO         
20364495,"33,S,F",ESTADO DE MEXICO         
15892396,"33,S,F",ESTADO DE MEXICO         
35225856,"33,S,F",GUERRERO                 
21601292,"33,S,F",HIDALGO                  
25139153,"33,S,F",HIDALGO                  
18996737,"33,S,F",HIDALGO                  
28637322,"33,S,F",JALISCO                  
23087276,"33,S,F",JALISCO                  
18647187,"33,S,F",MICHOACAN                
34936599,"33,S,F",NAYARIT                  
32517202,"33,S,F",OAXACA                   
21159674,"33,S,F",PUEBLA                   
41620558,"33,S,F",PUEBLA                   
24645997,"33,S,F",QUERETARO                
25376769,"33,S,F",QUINTANA ROO             
10636989,"33,S,F",SAN LUIS POTOSI          
21530354,"33,S,F",SINALOA                  
20586245,"33,S,F",SINALOA                  
17402379,"33,S,F",SINALOA                  
27456511,"33,S,F",TABASCO                  
21867776,"33,S,F",TAMAULIPAS               
27645625,"33,S,F",TLAXCALA                 
23751633,"33,S,F",VERACRUZ                 
26583288,"33,S,F",VERACRUZ                 
24581663,"33,S,F",VERACRUZ                 
35149326,"33,S,F",VERACRUZ                 
27173151,"33,S,F",YUCATAN                  
22689977,"33,S,F",ZACATECAS                
22949644,"33,S,F",CHIAPAS                  
23696515,"33,S,F",CHIAPAS                  
29369807,"33,S,F",CHIAPAS                  
17500696,"33,S,F",CHIHUAHUA                
30416262,"33,S,F",COAHUILA                 
31515319,"33,S,F",COAHUILA                 
12462311,"33,S,F",COAHUILA                 
10774336,"33,S,F",COLIMA                   
24411207,"33,S,F",ESTADO DE MEXICO         
31991945,"33,S,F",ESTADO DE MEXICO         
26975495,"33,S,F",ESTADO DE MEXICO         
27602145,"33,S,F",GUANAJUATO               
24614514,"33,S,F",GUERRERO                 
34878011,"33,S,F",HIDALGO                  
35482686,"33,S,F",JALISCO                  
23731796,"33,S,F",MICHOACAN                
13807222,"33,S,F",MORELOS                  
13044703,"33,S,F",NAYARIT                  
24141134,"33,S,F",NAYARIT                  
34961069,"33,S,F",OAXACA                   
39485027,"33,S,F",PUEBLA                   
21361944,"33,S,F",SAN LUIS POTOSI          
17797659,"33,S,F",SAN LUIS POTOSI          
26837162,"33,S,F",SINALOA                  
34470409,"33,S,F",SINALOA                  
14008913,"33,S,F",SONORA                   
13428624,"33,S,F",SONORA                   
34568948,"33,S,F",SONORA                   
28251839,"33,S,F",TABASCO                  
14198537,"33,S,F",TAMAULIPAS               
33482324,"33,S,F",TLAXCALA                 
26121622,"33,S,F",VERACRUZ                 
26104728,"33,S,F",VERACRUZ                 
24834882,"33,S,F",YUCATAN                  
17947025,"33,S,F",ZACATECAS                
13663304,"33,S,F",BAJA CALIFORNIA NORTE    
37929428,"33,S,F",BAJA CALIFORNIA NORTE    
35492586,"33,S,F",CAMPECHE                 
23156037,"33,S,F",CHIAPAS                  
35319949,"33,S,F",CHIHUAHUA                
23806662,"33,S,F",COLIMA                   
28232151,"33,S,F",DISTRITO FEDERAL         
15684741,"33,S,F",ESTADO DE MEXICO         
20425184,"33,S,F",ESTADO DE MEXICO         
16225630,"33,S,F",ESTADO DE MEXICO         
20694659,"33,S,F",ESTADO DE MEXICO         
14516864,"33,S,F",ESTADO DE MEXICO         
20221203,"33,S,F",ESTADO DE MEXICO         
13655553,"33,S,F",GUANAJUATO               
12676760,"33,S,F",GUANAJUATO               
11907496,"33,S,F",GUANAJUATO               
39693381,"33,S,F",GUANAJUATO               
21707443,"33,S,F",HIDALGO                  
29973556,"33,S,F",HIDALGO                  
22333753,"33,S,F",HIDALGO                  
21730719,"33,S,F",JALISCO                  
32232686,"33,S,F",JALISCO                  
33948547,"33,S,F",JALISCO                  
27779465,"33,S,F",JALISCO                  
27847597,"33,S,F",JALISCO                  
24312241,"33,S,F",MORELOS                  
31521929,"33,S,F",NUEVO LEON               
23778127,"33,S,F",OAXACA                   
24461587,"33,S,F",OAXACA                   
14716520,"33,S,F",PUEBLA                   
18141740,"33,S,F",SAN LUIS POTOSI          
14502396,"33,S,F",SINALOA                  
23434546,"33,S,F",SINALOA                  
21106570,"33,S,F",SINALOA                  
29364548,"33,S,F",SINALOA                  
17579116,"33,S,F",SINALOA                  
22151852,"33,S,F",SONORA                   
22887680,"33,S,F",SONORA                   
20962475,"33,S,F",SONORA                   
30827574,"33,S,F",TABASCO                  
33068703,"33,S,F",TABASCO                  
13409566,"33,S,F",TAMAULIPAS               
38684822,"33,S,F",TAMAULIPAS               
28569980,"33,S,F",TAMAULIPAS               
19755381,"33,S,F",VERACRUZ                 
14873145,"33,S,F",BAJA CALIFORNIA NORTE    
32011906,"33,S,F",BAJA CALIFORNIA NORTE    
29967610,"33,S,F",CAMPECHE                 
23619788,"33,S,F",CAMPECHE                 
17154063,"33,S,F",CHIAPAS                  
35414826,"33,S,F",CHIHUAHUA                
22054298,"33,S,F",COAHUILA                 
37448018,"33,S,F",DISTRITO FEDERAL         
16020470,"33,S,F",ESTADO DE MEXICO         
21084064,"33,S,F",ESTADO DE MEXICO         
33796016,"33,S,F",ESTADO DE MEXICO         
23653797,"33,S,F",ESTADO DE MEXICO         
31740790,"33,S,F",HIDALGO                  
25610818,"33,S,F",JALISCO                  
24418192,"33,S,F",MICHOACAN                
18235881,"33,S,F",MICHOACAN                
37659510,"33,S,F",NUEVO LEON               
14944088,"33,S,F",PUEBLA                   
38719480,"33,S,F",PUEBLA                   
23910681,"33,S,F",QUERETARO                
17626303,"33,S,F",QUINTANA ROO             
32223679,"33,S,F",QUINTANA ROO             
14052765,"33,S,F",SINALOA                  
32027536,"33,S,F",SINALOA                  
25305676,"33,S,F",SONORA                   
33158209,"33,S,F",TABASCO                  
18355598,"33,S,F",TAMAULIPAS               
22407610,"33,S,F",VERACRUZ                 
21558104,"33,S,F",VERACRUZ                 
20033508,"33,S,F",VERACRUZ                 
31724994,"33,S,F",VERACRUZ                 
23077368,"33,S,F",ZACATECAS                
30354598,"33,S,F",BAJA CALIFORNIA NORTE    
32633621,"33,S,F",BAJA CALIFORNIA NORTE    
33702124,"33,S,F",BAJA CALIFORNIA NORTE    
23025333,"33,S,F",BAJA CALIFORNIA SUR      
22606360,"33,S,F",BAJA CALIFORNIA SUR      
19373316,"33,S,F",DISTRITO FEDERAL         
22789794,"33,S,F",DISTRITO FEDERAL         
13054226,"33,S,F",ESTADO DE MEXICO         
11825833,"33,S,F",ESTADO DE MEXICO         
20759807,"33,S,F",ESTADO DE MEXICO         
26695851,"33,S,F",ESTADO DE MEXICO         
19443459,"33,S,F",ESTADO DE MEXICO         
26179795,"33,S,F",ESTADO DE MEXICO         
37125504,"33,S,F",ESTADO DE MEXICO         
35005818,"33,S,F",ESTADO DE MEXICO         
39436229,"33,S,F",ESTADO DE MEXICO         
38570407,"33,S,F",GUANAJUATO               
31503194,"33,S,F",GUANAJUATO               
33709065,"33,S,F",GUERRERO                 
36541672,"33,S,F",HIDALGO                  
29877459,"33,S,F",HIDALGO                  
28001166,"33,S,F",NAYARIT                  
28211170,"33,S,F",NUEVO LEON               
19268161,"33,S,F",PUEBLA                   
20639346,"33,S,F",QUERETARO                
25490483,"33,S,F",QUERETARO                
23497990,"33,S,F",QUINTANA ROO             
35284158,"33,S,F",TAMAULIPAS               
19868120,"33,S,F",VERACRUZ                 
25977774,"33,S,F",VERACRUZ                 
14619586,"33,S,F",AGUASCALIENTES           
8821195,"33,S,F",BAJA CALIFORNIA SUR      
39023439,"33,S,F",CHIAPAS                  
11483495,"33,S,F",CHIHUAHUA                
22824846,"33,S,F",CHIHUAHUA                
35001475,"33,S,F",CHIHUAHUA                
31814163,"33,S,F",CHIHUAHUA                
28408069,"33,S,F",COAHUILA                 
20963703,"33,S,F",COAHUILA                 
12457059,"33,S,F",COLIMA                   
22590292,"33,S,F",DURANGO                  
26336816,"33,S,F",ESTADO DE MEXICO         
32210659,"33,S,F",ESTADO DE MEXICO         
29543644,"33,S,F",ESTADO DE MEXICO         
11665033,"33,S,F",GUANAJUATO               
32582916,"33,S,F",GUANAJUATO               
30713454,"33,S,F",GUERRERO                 
31976429,"33,S,F",HIDALGO                  
13698162,"33,S,F",JALISCO                  
11438583,"33,S,F",JALISCO                  
18204188,"33,S,F",JALISCO                  
22997663,"33,S,F",JALISCO                  
34739749,"33,S,F",JALISCO                  
30612470,"33,S,F",MICHOACAN                
24292870,"33,S,F",NUEVO LEON               
31819787,"33,S,F",PUEBLA                   
20102172,"33,S,F",QUINTANA ROO             
31821178,"33,S,F",SINALOA                  
20630384,"33,S,F",SINALOA                  
14053295,"33,S,F",SINALOA                  
39993128,"33,S,F",SONORA                   
38486247,"33,S,F",SONORA                   
13605267,"33,S,F",TLAXCALA                 
11439236,"33,S,F",YUCATAN                  
25980261,"33,S,F",YUCATAN                  
17152216,"33,S,M",CHIAPAS                  
25416392,"33,S,M",CHIHUAHUA                
20912286,"33,S,M",CHIHUAHUA                
28713875,"33,S,M",COAHUILA                 
28948501,"33,S,M",DISTRITO FEDERAL         
