id_Familia,Departamento,Clase,Familia,Categoria,Subcategoria
2219050,ELECTRONICA,ACCESORIOS TV,ACCESORIOS  VARIOS,Tecnologia y Entretenimiento,Video
2219060,ELECTRONICA,ACCESORIOS TV,ADAPTADORES DE TELEVISION,Tecnologia y Entretenimiento,Video
2219070,ELECTRONICA,ACCESORIOS TV,CAJAS CONVERTIDORAS,Tecnologia y Entretenimiento,Video
2219080,ELECTRONICA,ACCESORIOS TV,ASISTENTES DE VOZ,Tecnologia y Entretenimiento,Video
2219090,ELECTRONICA,ACCESORIOS TV,EXCLUSIVOS COPPEL.COM,Tecnologia y Entretenimiento,Video
2220001,ELECTRONICA,CONSOLAS DE VIDEOJUEGOS,XBOX ONE,Tecnologia y Entretenimiento,VideoJuegos
2220002,ELECTRONICA,CONSOLAS DE VIDEOJUEGOS,XBOX 360,Tecnologia y Entretenimiento,VideoJuegos
2220003,ELECTRONICA,CONSOLAS DE VIDEOJUEGOS,PS4,Tecnologia y Entretenimiento,VideoJuegos
2220004,ELECTRONICA,CONSOLAS DE VIDEOJUEGOS,"PS3, PS1",Tecnologia y Entretenimiento,VideoJuegos
2220005,ELECTRONICA,CONSOLAS DE VIDEOJUEGOS,PS2,Tecnologia y Entretenimiento,VideoJuegos
2220006,ELECTRONICA,CONSOLAS DE VIDEOJUEGOS,PS VITA,Tecnologia y Entretenimiento,VideoJuegos
2220007,ELECTRONICA,CONSOLAS DE VIDEOJUEGOS,PSP,Tecnologia y Entretenimiento,VideoJuegos
2220008,ELECTRONICA,CONSOLAS DE VIDEOJUEGOS,"WII, SWITCH, NES",Tecnologia y Entretenimiento,VideoJuegos
2220009,ELECTRONICA,CONSOLAS DE VIDEOJUEGOS,NINTENDO PORTATILES,Tecnologia y Entretenimiento,VideoJuegos
2220010,ELECTRONICA,CONSOLAS DE VIDEOJUEGOS,XBOX SERIE X,Tecnologia y Entretenimiento,VideoJuegos
2220011,ELECTRONICA,CONSOLAS DE VIDEOJUEGOS,PS5,Tecnologia y Entretenimiento,VideoJuegos
2220020,ELECTRONICA,CONSOLAS DE VIDEOJUEGOS,CONSOLAS VARIAS,Tecnologia y Entretenimiento,VideoJuegos
2220025,ELECTRONICA,CONSOLAS DE VIDEOJUEGOS,CONSOLAS COPPEL.COM,Tecnologia y Entretenimiento,VideoJuegos
2221001,ELECTRONICA,BATERIAS,BATERIAS,Tecnologia y Entretenimiento,Energia
2221010,ELECTRONICA,BATERIAS,BATERIAS ALCALINAS,Tecnologia y Entretenimiento,Energia
2221020,ELECTRONICA,BATERIAS,BATERIAS RECARGABLES,Tecnologia y Entretenimiento,Energia
2221030,ELECTRONICA,BATERIAS,CARGADORES DE BATERIAS,Tecnologia y Entretenimiento,Energia
2221050,ELECTRONICA,BATERIAS,EXCLUSIVOS.COM,Tecnologia y Entretenimiento,Energia
2222002,ELECTRONICA,TELEFONOS,CON MEMORIAS,Tecnologia y Entretenimiento,Telefonos Fijos
2222004,ELECTRONICA,TELEFONOS,INALAMBRICO,Tecnologia y Entretenimiento,Telefonos Fijos
2222005,ELECTRONICA,TELEFONOS,CONTESTADOR C/TELEFONO,Tecnologia y Entretenimiento,Telefonos Fijos
2222010,ELECTRONICA,TELEFONOS,INALAMBRICO CON EXTENSIONES,Tecnologia y Entretenimiento,Telefonos Fijos
2222011,ELECTRONICA,TELEFONOS,BASICO OFICINA,Tecnologia y Entretenimiento,Telefonos Fijos
2222013,ELECTRONICA,TELEFONOS,BASICO GONDOLA,Tecnologia y Entretenimiento,Telefonos Fijos
2222015,ELECTRONICA,TELEFONOS,INALAMBRICO,Tecnologia y Entretenimiento,Telefonos Fijos
2222017,ELECTRONICA,TELEFONOS,INALAMBRICO CON EXTENSIONES,Tecnologia y Entretenimiento,Telefonos Fijos
2222019,ELECTRONICA,TELEFONOS,CON CONTESTADOR,Tecnologia y Entretenimiento,Telefonos Fijos
2222020,ELECTRONICA,TELEFONOS,EXCLUSIVOS COPPEL.COM,Tecnologia y Entretenimiento,Telefonos Fijos
2222021,ELECTRONICA,TELEFONOS,CONTESTADORA CON EXTENSION,Tecnologia y Entretenimiento,Telefonos Fijos
2223001,ELECTRONICA,COMPUTADORAS,DESKTOP,Tecnologia y Entretenimiento,Cómputo
2223005,ELECTRONICA,COMPUTADORAS,AIO,Tecnologia y Entretenimiento,Cómputo
2223010,ELECTRONICA,COMPUTADORAS,NETBOOK,Tecnologia y Entretenimiento,Cómputo
2223015,ELECTRONICA,COMPUTADORAS,NOTEBOOK,Tecnologia y Entretenimiento,Cómputo
2223020,ELECTRONICA,COMPUTADORAS,HIBRIDAS,Tecnologia y Entretenimiento,Cómputo
2223050,ELECTRONICA,COMPUTADORAS,MAC,Tecnologia y Entretenimiento,Cómputo
2223055,ELECTRONICA,COMPUTADORAS,COMPUTADORAS COPPEL.COM,Tecnologia y Entretenimiento,Cómputo
2223060,ELECTRONICA,COMPUTADORAS,MONITORES COPPEL.COM,Tecnologia y Entretenimiento,Cómputo
2224001,ELECTRONICA,TELEFONOS CELULARES,TELCEL R1,Celulares,Telefonos Celulares
2224009,ELECTRONICA,TELEFONOS CELULARES,TELCEL R2,Celulares,Telefonos Celulares
2224017,ELECTRONICA,TELEFONOS CELULARES,TELCEL R3,Celulares,Telefonos Celulares
2224025,ELECTRONICA,TELEFONOS CELULARES,TELCEL R4,Celulares,Telefonos Celulares
2224033,ELECTRONICA,TELEFONOS CELULARES,TELCEL R5,Celulares,Telefonos Celulares
2224041,ELECTRONICA,TELEFONOS CELULARES,TELCEL R6,Celulares,Telefonos Celulares
2224049,ELECTRONICA,TELEFONOS CELULARES,TELCEL R7,Celulares,Telefonos Celulares
2224057,ELECTRONICA,TELEFONOS CELULARES,TELCEL R8,Celulares,Telefonos Celulares
2224065,ELECTRONICA,TELEFONOS CELULARES,TELCEL R9,Celulares,Telefonos Celulares
2224073,ELECTRONICA,TELEFONOS CELULARES,MOVISTAR,Celulares,Telefonos Celulares
2224081,ELECTRONICA,TELEFONOS CELULARES,UNEFON,Celulares,Telefonos Celulares
2224085,ELECTRONICA,TELEFONOS CELULARES,ATT/UNEFON,Celulares,Telefonos Celulares
2227031,ELECTRONICA,PLANES TARIFARIOS,PLAN TELCEL LIBRE,Celulares,Telefonos Celulares
2228017,ELECTRONICA,RECARGAS DE TIEMPO AIRE,PAQ DE INTERNET POR TIEMPO,Celulares,Recargas de Tiempo Aire
2228018,ELECTRONICA,RECARGAS DE TIEMPO AIRE,PAQUETES DE INTERNET TELCEL,Celulares,Recargas de Tiempo Aire
2228070,ELECTRONICA,RECARGAS DE TIEMPO AIRE,VIRGIN MOBILE,Celulares,Recargas de Tiempo Aire
2229090,ELECTRONICA,CHIPS CELULARES,INTERNET EN CASA,Celulares,Chips Celulares
2231008,ELECTRONICA,LINEAS PARA VENTA,REDI,Celulares,Lineas para Venta
2232001,ELECTRONICA,TABLETS,IPAD MINI 7.9,Tecnologia y Entretenimiento,Cómputo
2232002,ELECTRONICA,TABLETS,IPAD 9.7,Tecnologia y Entretenimiento,Cómputo
2232020,ELECTRONICA,TABLETS,TABLET 7,Tecnologia y Entretenimiento,Cómputo
2232021,ELECTRONICA,TABLETS,TABLET 8,Tecnologia y Entretenimiento,Cómputo
2232022,ELECTRONICA,TABLETS,TABLET 9,Tecnologia y Entretenimiento,Cómputo
2232023,ELECTRONICA,TABLETS,TABLET 10,Tecnologia y Entretenimiento,Cómputo
2232040,ELECTRONICA,TABLETS,TABLETS PARA NIÑOS,Tecnologia y Entretenimiento,Cómputo
2232050,ELECTRONICA,TABLETS,TABLET 7 3G,Tecnologia y Entretenimiento,Cómputo
2232051,ELECTRONICA,TABLETS,TABLETS COPPEL.COM,Tecnologia y Entretenimiento,Cómputo
2239001,ELECTRONICA,ACCESORIOS PARA TABLET,FUNDAS PARA IPAD,Tecnologia y Entretenimiento,Cómputo
2239005,ELECTRONICA,ACCESORIOS PARA TABLET,ACCESORIOS PARA IPAD,Tecnologia y Entretenimiento,Cómputo
2239010,ELECTRONICA,ACCESORIOS PARA TABLET,FUNDAS PARA TABLETS,Tecnologia y Entretenimiento,Cómputo
2239015,ELECTRONICA,ACCESORIOS PARA TABLET,MICAS,Tecnologia y Entretenimiento,Cómputo
2239020,ELECTRONICA,ACCESORIOS PARA TABLET,STYLUS,Tecnologia y Entretenimiento,Cómputo
2239025,ELECTRONICA,ACCESORIOS PARA TABLET,CARGADORES,Tecnologia y Entretenimiento,Cómputo
2239030,ELECTRONICA,ACCESORIOS PARA TABLET,TECLADOS,Tecnologia y Entretenimiento,Cómputo
2239050,ELECTRONICA,ACCESORIOS PARA TABLET,ACCESORIOS PARA TABLETS VARIOS,Tecnologia y Entretenimiento,Cómputo
2239055,ELECTRONICA,ACCESORIOS PARA TABLET,ACCESORIOS APPLE,Tecnologia y Entretenimiento,Cómputo
2239060,ELECTRONICA,ACCESORIOS PARA TABLET,ACCESORIOS TABLETS COPPEL.COM,Tecnologia y Entretenimiento,Cómputo
2240001,ELECTRONICA,MEMORIAS,USB,Tecnologia y Entretenimiento,Cómputo
2240002,ELECTRONICA,MEMORIAS,SD,Tecnologia y Entretenimiento,Cómputo
2240003,ELECTRONICA,MEMORIAS,MICRO SD,Tecnologia y Entretenimiento,Cómputo
2240004,ELECTRONICA,MEMORIAS,MEMORY STICK,Tecnologia y Entretenimiento,Cómputo
2240005,ELECTRONICA,MEMORIAS,M2,Tecnologia y Entretenimiento,Cómputo
2240006,ELECTRONICA,MEMORIAS,MINI SD,Tecnologia y Entretenimiento,Cómputo
2240007,ELECTRONICA,MEMORIAS,PAQUETES,Tecnologia y Entretenimiento,Cómputo
2240009,ELECTRONICA,MEMORIAS,LECTOR,Tecnologia y Entretenimiento,Cómputo
2240010,ELECTRONICA,MEMORIAS,DISCOS DUROS,Tecnologia y Entretenimiento,Cómputo
2240011,ELECTRONICA,MEMORIAS,MEMORIAS COPPEL.COM,Tecnologia y Entretenimiento,Cómputo
2241001,ELECTRONICA,ACCESORIOS DE VIDEOJUEGOS,CONTROLES PLAYSTATION,Tecnologia y Entretenimiento,VideoJuegos
2241005,ELECTRONICA,ACCESORIOS DE VIDEOJUEGOS,CONTROLES XBOX,Tecnologia y Entretenimiento,VideoJuegos
2241010,ELECTRONICA,ACCESORIOS DE VIDEOJUEGOS,CONTROLES NINTENDO,Tecnologia y Entretenimiento,VideoJuegos
2241015,ELECTRONICA,ACCESORIOS DE VIDEOJUEGOS,ACCESORIOS DE  PLAYSTATION,Tecnologia y Entretenimiento,VideoJuegos
2241020,ELECTRONICA,ACCESORIOS DE VIDEOJUEGOS,ACCESORIOS DE XBOX,Tecnologia y Entretenimiento,VideoJuegos
2241025,ELECTRONICA,ACCESORIOS DE VIDEOJUEGOS,ACCESORIOS DE NINTENDO,Tecnologia y Entretenimiento,VideoJuegos
2241050,ELECTRONICA,ACCESORIOS DE VIDEOJUEGOS,ACCESORIOS VIDEO JUEGOS VARIOS,Tecnologia y Entretenimiento,VideoJuegos
2241055,ELECTRONICA,ACCESORIOS DE VIDEOJUEGOS,ACCESORIOS DE VJ COPPEL.COM,Tecnologia y Entretenimiento,VideoJuegos
2242001,ELECTRONICA,VIDEO JUEGOS,PS2,Tecnologia y Entretenimiento,VideoJuegos
2242002,ELECTRONICA,VIDEO JUEGOS,PS3,Tecnologia y Entretenimiento,VideoJuegos
2242003,ELECTRONICA,VIDEO JUEGOS,PSP,Tecnologia y Entretenimiento,VideoJuegos
2242004,ELECTRONICA,VIDEO JUEGOS,XBOX 360,Tecnologia y Entretenimiento,VideoJuegos
2242005,ELECTRONICA,VIDEO JUEGOS,WII,Tecnologia y Entretenimiento,VideoJuegos
2242006,ELECTRONICA,VIDEO JUEGOS,NINTENDO DS,Tecnologia y Entretenimiento,VideoJuegos
2242007,ELECTRONICA,VIDEO JUEGOS,"SWITCH, JUEGOS VARIOS",Tecnologia y Entretenimiento,VideoJuegos
2242008,ELECTRONICA,VIDEO JUEGOS,NINTENDO 3DS,Tecnologia y Entretenimiento,VideoJuegos
2242009,ELECTRONICA,VIDEO JUEGOS,PS VITA,Tecnologia y Entretenimiento,VideoJuegos
2242010,ELECTRONICA,VIDEO JUEGOS,PS4,Tecnologia y Entretenimiento,VideoJuegos
2242011,ELECTRONICA,VIDEO JUEGOS,XBOX ONE,Tecnologia y Entretenimiento,VideoJuegos
2242012,ELECTRONICA,VIDEO JUEGOS,WII U,Tecnologia y Entretenimiento,VideoJuegos
2242013,ELECTRONICA,VIDEO JUEGOS,PS5,Tecnologia y Entretenimiento,VideoJuegos
2242014,ELECTRONICA,VIDEO JUEGOS,XBOX SERIE X,Tecnologia y Entretenimiento,VideoJuegos
2242015,ELECTRONICA,VIDEO JUEGOS,VIDEOJUEGOS COPPEL.COM,Tecnologia y Entretenimiento,VideoJuegos
2243001,ELECTRONICA,ACCESORIOS DE COMPUTACION,MOUSE ALAMBRICO,Tecnologia y Entretenimiento,Cómputo
2243005,ELECTRONICA,ACCESORIOS DE COMPUTACION,MOUSE INALAMBRICO,Tecnologia y Entretenimiento,Cómputo
2243010,ELECTRONICA,ACCESORIOS DE COMPUTACION,TECLADOS ALAMBRICOS,Tecnologia y Entretenimiento,Cómputo
2243015,ELECTRONICA,ACCESORIOS DE COMPUTACION,TECLADOS INALAMBRICOS,Tecnologia y Entretenimiento,Cómputo
2243020,ELECTRONICA,ACCESORIOS DE COMPUTACION,COMBOS,Tecnologia y Entretenimiento,Cómputo
2243025,ELECTRONICA,ACCESORIOS DE COMPUTACION,BOCINAS SIN SUBWOOFER,Tecnologia y Entretenimiento,Cómputo
2243030,ELECTRONICA,ACCESORIOS DE COMPUTACION,BOCINAS CON SUBWOOFER,Tecnologia y Entretenimiento,Cómputo
2243035,ELECTRONICA,ACCESORIOS DE COMPUTACION,WEB CAM,Tecnologia y Entretenimiento,Cómputo
2243040,ELECTRONICA,ACCESORIOS DE COMPUTACION,DISCOS DUROS,Tecnologia y Entretenimiento,Cómputo
2243050,ELECTRONICA,ACCESORIOS DE COMPUTACION,PROYECTORES,Tecnologia y Entretenimiento,Cómputo
2243085,ELECTRONICA,ACCESORIOS DE COMPUTACION,DIADEMAS,Tecnologia y Entretenimiento,Cómputo
2243095,ELECTRONICA,ACCESORIOS DE COMPUTACION,ACCESORIOS COMPUTACION VARIOS,Tecnologia y Entretenimiento,Cómputo
2243096,ELECTRONICA,ACCESORIOS DE COMPUTACION,ROUTERS Y EXPANSORES,Tecnologia y Entretenimiento,Cómputo
2243097,ELECTRONICA,ACCESORIOS DE COMPUTACION,ACCESORIOS APPLE,Tecnologia y Entretenimiento,Cómputo
2243098,ELECTRONICA,ACCESORIOS DE COMPUTACION,OFFICE,Tecnologia y Entretenimiento,Cómputo
2243099,ELECTRONICA,ACCESORIOS DE COMPUTACION,ACCESORIOS COPPEL.COM,Tecnologia y Entretenimiento,Cómputo
2244001,ELECTRONICA,AUDIFONOS,IN EAR,Tecnologia y Entretenimiento,Audio Personal
2244005,ELECTRONICA,AUDIFONOS,IN EAR BT,Tecnologia y Entretenimiento,Audio Personal
2244010,ELECTRONICA,AUDIFONOS,DEPORTIVOS,Tecnologia y Entretenimiento,Audio Personal
2244015,ELECTRONICA,AUDIFONOS,TRUE WIRELESS,Tecnologia y Entretenimiento,Audio Personal
2244050,ELECTRONICA,AUDIFONOS,DIADEMA,Tecnologia y Entretenimiento,Audio Personal
2244055,ELECTRONICA,AUDIFONOS,DIADEMA BT,Tecnologia y Entretenimiento,Audio Personal
2244075,ELECTRONICA,AUDIFONOS,FUNCIONES ESPECIALES,Tecnologia y Entretenimiento,Audio Personal
2244080,ELECTRONICA,AUDIFONOS,AUDIFONOS COPPEL.COM,Tecnologia y Entretenimiento,Audio Personal
2245001,ELECTRONICA,IMPRESION,IMPRESORAS INYECCION DE TINTA,Tecnologia y Entretenimiento,Cómputo
2245003,ELECTRONICA,IMPRESION,IMPRESORAS TINTA CONTINUA,Tecnologia y Entretenimiento,Cómputo
2245005,ELECTRONICA,IMPRESION,IMPRESORAS LASER,Tecnologia y Entretenimiento,Cómputo
2245007,ELECTRONICA,IMPRESION,IMPRESORAS COPPEL.COM,Tecnologia y Entretenimiento,Cómputo
2245010,ELECTRONICA,IMPRESION,CARTUCHOS DE TINTA,Tecnologia y Entretenimiento,Cómputo
2245015,ELECTRONICA,IMPRESION,CARTUCHOS COPPEL.COM,Tecnologia y Entretenimiento,Cómputo
2247040,ELECTRONICA,TARJETAS DE CONTENIDO,NINTENDO,Tecnologia y Entretenimiento,Tarjetas de Contenido
2247050,ELECTRONICA,TARJETAS DE CONTENIDO,BLIM,Tecnologia y Entretenimiento,Tarjetas de Contenido
2248001,ELECTRONICA,TELEFONOS LIBRES,CELULARES LIBRES,Celulares,Telefonos Celulares
2248002,ELECTRONICA,TELEFONOS LIBRES,CELULARES MARCAS LIBRES,Celulares,Telefonos Celulares
2248004,ELECTRONICA,TELEFONOS LIBRES,CELULARES VIRGIN,Celulares,Telefonos Celulares
2248005,ELECTRONICA,TELEFONOS LIBRES,DISPOSITIVOS INTELIGENTES,Celulares,Telefonos Celulares
2250001,ELECTRONICA,HOME THEATER,HT CON DVD,Tecnologia y Entretenimiento,Audio
2250020,ELECTRONICA,HOME THEATER,HT CON BLU-RAY,Tecnologia y Entretenimiento,Audio
2250030,ELECTRONICA,HOME THEATER,BARRA DE SONIDO,Tecnologia y Entretenimiento,Audio
2250040,ELECTRONICA,HOME THEATER,BARRA DE SONIDO COPPEL.COM,Tecnologia y Entretenimiento,Audio
2251001,ELECTRONICA,BLU - RAY,BLU-RAY BASICO,Tecnologia y Entretenimiento,Video
2251010,ELECTRONICA,BLU - RAY,BLU-RAY SMART,Tecnologia y Entretenimiento,Video
2251020,ELECTRONICA,BLU - RAY,BLU-RAY 3D,Tecnologia y Entretenimiento,Video
2251030,ELECTRONICA,BLU - RAY,BLU-RAY 4K,Tecnologia y Entretenimiento,Video
2251040,ELECTRONICA,BLU - RAY,BLU-RAY COPPEL.COM,Tecnologia y Entretenimiento,Video
2252001,ELECTRONICA,SOPORTES,SOPORTES FIJOS,Tecnologia y Entretenimiento,Video
2252010,ELECTRONICA,SOPORTES,SOPORTES CON INCLINACION,Tecnologia y Entretenimiento,Video
2252020,ELECTRONICA,SOPORTES,SOPORTES CON BRAZO,Tecnologia y Entretenimiento,Video
2252030,ELECTRONICA,SOPORTES,EXCLUSIVOS COPPEL.COM,Tecnologia y Entretenimiento,Video
2253001,ELECTRONICA,BOCINAS BLUETOOTH,BOCINAS MINI,Tecnologia y Entretenimiento,Audio
2253002,ELECTRONICA,BOCINAS BLUETOOTH,BOOMBOX,Tecnologia y Entretenimiento,Audio
2253003,ELECTRONICA,BOCINAS BLUETOOTH,PREMIUM,Tecnologia y Entretenimiento,Audio
2253005,ELECTRONICA,BOCINAS BLUETOOTH,EXCLUSIVOS COPPEL.COM,Tecnologia y Entretenimiento,Audio
2256001,ELECTRONICA,GADGETS,SMARTWATCHES,Tecnologia y Entretenimiento,Cómputo
2256002,ELECTRONICA,GADGETS,GADGETS,Tecnologia y Entretenimiento,Cómputo
2256003,ELECTRONICA,GADGETS,SPHERO,Tecnologia y Entretenimiento,Cómputo
2256004,ELECTRONICA,GADGETS,LECTOR DE TARJETA,Tecnologia y Entretenimiento,Cómputo
2256010,ELECTRONICA,GADGETS,GADGETS COPPEL.COM,Tecnologia y Entretenimiento,Cómputo
2257005,ELECTRONICA,WEARABLES,FITBANDS,Tecnologia y Entretenimiento,Cómputo
2257010,ELECTRONICA,WEARABLES,SMARTWATCH BASICO,Tecnologia y Entretenimiento,Cómputo
2257015,ELECTRONICA,WEARABLES,SMARTWATCH PREMIUM,Tecnologia y Entretenimiento,Cómputo
2257020,ELECTRONICA,WEARABLES,WEARABLES COPPEL.COM,Tecnologia y Entretenimiento,Cómputo
2258001,ELECTRONICA,C-DIGITAL,IPAD,Tecnologia y Entretenimiento,Cómputo
2258002,ELECTRONICA,C-DIGITAL,MAC,Tecnologia y Entretenimiento,Cómputo
2258003,ELECTRONICA,C-DIGITAL,BEATS,Tecnologia y Entretenimiento,Audio Personal
2258004,ELECTRONICA,C-DIGITAL,IPOD,Tecnologia y Entretenimiento,Audio Personal
2258005,ELECTRONICA,C-DIGITAL,APPLE TV,Tecnologia y Entretenimiento,Video
2260001,ELECTRONICA,CATALOGO BANCOPPEL,EXCLUSIVOS BANCOPPEL,Tecnologia y Entretenimiento,Exclusivos BanCoppel
2265001,ELECTRONICA,SMART HOME,SMART HOME,Tecnologia y Entretenimiento,Energia
2265060,ELECTRONICA,SMART HOME,ADAPTADORES DE TELEVISION,Tecnologia y Entretenimiento,Video
2265080,ELECTRONICA,SMART HOME,ASISTENTES DE VOZ,Tecnologia y Entretenimiento,Audio
2265090,ELECTRONICA,SMART HOME,EXCLUSIVOS COPPEL.COM,Tecnologia y Entretenimiento,Audio
2266004,ELECTRONICA,ACCESORIOS CAR AUDIO,ACCESORIOS CAR AUDIO,Tecnologia y Entretenimiento,Car Audio
2266010,ELECTRONICA,ACCESORIOS CAR AUDIO,EXCLUSIVOS.COM,Tecnologia y Entretenimiento,Car Audio
2268010,ELECTRONICA,COPPEL.COM,COMPUTADORAS,Tecnologia y Entretenimiento,Cómputo
2269001,ELECTRONICA,EXCLUSIVOS BANCOPPEL,EXCLUSIVOS BANCOPPEL,Tecnologia y Entretenimiento,Exclusivos BanCoppel
2280001,ELECTRONICA,ACCESORIOS C DIGITAL,PROTECTORES,Celulares,Accesorios
2280002,ELECTRONICA,ACCESORIOS C DIGITAL,CARGADORES Y CABLES,Celulares,Accesorios
2280003,ELECTRONICA,ACCESORIOS C DIGITAL,MANOS LIBRES,Celulares,Accesorios
2280004,ELECTRONICA,ACCESORIOS C DIGITAL,POWER BANKS,Celulares,Accesorios
2280005,ELECTRONICA,ACCESORIOS C DIGITAL,PROTECTORES DE PANTALLA,Celulares,Accesorios
2280006,ELECTRONICA,ACCESORIOS C DIGITAL,PROTECTORES APPLE,Celulares,Accesorios
2280007,ELECTRONICA,ACCESORIOS C DIGITAL,CABLES APPLE,Celulares,Accesorios
2280008,ELECTRONICA,ACCESORIOS C DIGITAL,WATCH APPLE,Celulares,Accesorios
2280009,ELECTRONICA,ACCESORIOS C DIGITAL,CORREAS WATCH APPLE,Celulares,Accesorios
2288002,ELECTRONICA,HUESARIO PROMOCIONES DE CELUL,HUESARIO ACCESORIOS CELULARES,Celulares,Promociones
2294001,ELECTRONICA,IPODS,IPOD TOUCH,Tecnologia y Entretenimiento,Audio Personal
2294002,ELECTRONICA,IPODS,IPOD SHUFFLE,Tecnologia y Entretenimiento,Audio Personal
2294003,ELECTRONICA,IPODS,IPOD NANO,Tecnologia y Entretenimiento,Audio Personal
2294004,ELECTRONICA,IPODS,IPOD CLASSIC,Tecnologia y Entretenimiento,Audio Personal
2295001,ELECTRONICA,ACCESORIOS CELULARES,FUNDA CLIP,Celulares,Accesorios
2295002,ELECTRONICA,ACCESORIOS CELULARES,PROTECTORES,Celulares,Accesorios
2295003,ELECTRONICA,ACCESORIOS CELULARES,CARGADOR,Celulares,Accesorios
2295004,ELECTRONICA,ACCESORIOS CELULARES,MANOS LIBRES,Celulares,Accesorios
2295006,ELECTRONICA,ACCESORIOS CELULARES,EJERCICIO,Celulares,Accesorios
2295007,ELECTRONICA,ACCESORIOS CELULARES,COLGANTES,Celulares,Accesorios
2295008,ELECTRONICA,ACCESORIOS CELULARES,BOCINAS,Celulares,Accesorios
2295010,ELECTRONICA,ACCESORIOS CELULARES,CALCETIN,Celulares,Accesorios
2295011,ELECTRONICA,ACCESORIOS CELULARES,SOPORTES,Celulares,Accesorios
2295012,ELECTRONICA,ACCESORIOS CELULARES,LIMPIA PANTALLAS,Celulares,Accesorios
2295013,ELECTRONICA,ACCESORIOS CELULARES,CABLES,Celulares,Accesorios
2295014,ELECTRONICA,ACCESORIOS CELULARES,ADAPTADORES,Celulares,Accesorios
2295015,ELECTRONICA,ACCESORIOS CELULARES,POWER BANKS,Celulares,Accesorios
2295016,ELECTRONICA,ACCESORIOS CELULARES,SET DE  ACCESORIOS,Celulares,Accesorios
2295017,ELECTRONICA,ACCESORIOS CELULARES,VARIOS,Celulares,Accesorios
2295018,ELECTRONICA,ACCESORIOS CELULARES,BOLSA,Celulares,Accesorios
2295019,ELECTRONICA,ACCESORIOS CELULARES,PROTECTOR PANTALLA,Celulares,Accesorios
2295020,ELECTRONICA,ACCESORIOS CELULARES,FUNDA POUCH,Celulares,Accesorios
2295022,ELECTRONICA,ACCESORIOS CELULARES,PLUMAS,Celulares,Accesorios
2295023,ELECTRONICA,ACCESORIOS CELULARES,HOLSTER,Celulares,Accesorios
2295024,ELECTRONICA,ACCESORIOS CELULARES,BUMPERS,Celulares,Accesorios
2295025,ELECTRONICA,ACCESORIOS CELULARES,FUNDA ESPECIFICA,Celulares,Accesorios
2295026,ELECTRONICA,ACCESORIOS CELULARES,FUNDA UNIVERSAL,Celulares,Accesorios
2295027,ELECTRONICA,ACCESORIOS CELULARES,PROTECTOR DE PANTALLA VIDRIO,Celulares,Accesorios
2295028,ELECTRONICA,ACCESORIOS CELULARES,SELFIE - AUTORETRATO,Celulares,Accesorios
2295029,ELECTRONICA,ACCESORIOS CELULARES,SMARTWATCH,Celulares,Accesorios
2295030,ELECTRONICA,ACCESORIOS CELULARES,CARGADOR IMPULSO,Celulares,Accesorios
2295031,ELECTRONICA,ACCESORIOS CELULARES,CABLES IMPULSO,Celulares,Accesorios
2295032,ELECTRONICA,ACCESORIOS CELULARES,MOTO MODS,Celulares,Accesorios
2295033,ELECTRONICA,ACCESORIOS CELULARES,POLAROID,Celulares,Accesorios
2295034,ELECTRONICA,ACCESORIOS CELULARES,CARGA INALAMRICA,Celulares,Accesorios
2295035,ELECTRONICA,ACCESORIOS CELULARES,IMPULSO CAJAS MUEBLES,Celulares,Accesorios
2295036,ELECTRONICA,ACCESORIOS CELULARES,CABLES Y CARGADORES APPLE,Celulares,Accesorios
2295037,ELECTRONICA,ACCESORIOS CELULARES,APPLE WATCH,Celulares,Accesorios
2295038,ELECTRONICA,ACCESORIOS CELULARES,AUDIFONOS APPLE,Celulares,Accesorios
2295039,ELECTRONICA,ACCESORIOS CELULARES,COLECCIONES DE TEMPORADA,Celulares,Accesorios
2295041,ELECTRONICA,ACCESORIOS CELULARES,PROTECTORES COPPEL.COM,Celulares,Accesorios
2295042,ELECTRONICA,ACCESORIOS CELULARES,CARGA INALAMBRICA COPPEL.COM,Celulares,Accesorios
2295043,ELECTRONICA,ACCESORIOS CELULARES,CABLES COPPEL.COM,Celulares,Accesorios
2295046,ELECTRONICA,ACCESORIOS CELULARES,SOPORTES COPPEL.COM,Celulares,Accesorios
2295047,ELECTRONICA,ACCESORIOS CELULARES,VARIOS COPPEL.COM,Celulares,Accesorios
2295048,ELECTRONICA,ACCESORIOS CELULARES,ACCESORIOS AIRPODS COPPEL.COM,Celulares,Accesorios
2295049,ELECTRONICA,ACCESORIOS CELULARES,PROTECTORES APPLE COPPEL.COM,Celulares,Accesorios
2295050,ELECTRONICA,ACCESORIOS CELULARES,CORREAS APPLE WATCH COPPEL.COM,Celulares,Accesorios
2295051,ELECTRONICA,ACCESORIOS CELULARES,CABL Y CARGAD APPLE COPPEL.COM,Celulares,Accesorios
2295052,ELECTRONICA,ACCESORIOS CELULARES,MANOS LIBRES COPPEL.COM,Celulares,Accesorios
2295054,ELECTRONICA,ACCESORIOS CELULARES,POWER BANKS COPPEL.COM,Celulares,Accesorios
2295055,ELECTRONICA,ACCESORIOS CELULARES,PROT PANTALLA COPPEL.COM,Celulares,Accesorios
2295056,ELECTRONICA,ACCESORIOS CELULARES,SELFIE STICK COPPEL.COM,Celulares,Accesorios
