id_Familia,Departamento,Clase,Familia,Categoria,Subcategoria
1543016,BBS,LINEA ESTUCHE,ROPA,Bebes,Bebes
1544001,BBS,BIBERON ALIMENTACION OTROS,CALENTADOR ESTERILIZ,Bebes,Bebes
1544002,BBS,BIBERON ALIMENTACION OTROS,CHUPON,Bebes,Bebes
1544004,BBS,BIBERON ALIMENTACION OTROS,SET DE ALIMENTACION,Bebes,Bebes
1544005,BBS,BIBERON ALIMENTACION OTROS,MORDEDERA SONAJA,Bebes,Bebes
1544040,BBS,BIBERON ALIMENTACION OTROS,ESTUCHE,Bebes,Bebes
1544095,BBS,BIBERON ALIMENTACION OTROS,BIBERON ACCESORIO P B,Bebes,Bebes
1583001,BBS,EXTERIOR MESES INVIERNO,GUANTE,Bebes,Bebes
1583009,BBS,EXTERIOR MESES INVIERNO,PLAYERA ML UNISEX,Bebes,Bebes
1583023,BBS,EXTERIOR MESES INVIERNO,CONJ INVIERNO NIÑA,Bebes,Bebes
1583024,BBS,EXTERIOR MESES INVIERNO,CONJ INVIERNO NIÑO,Bebes,Bebes
1583032,BBS,EXTERIOR MESES INVIERNO,JGO PANTS NIÑO,Bebes,Bebes
1583033,BBS,EXTERIOR MESES INVIERNO,JGO PANTS NIÑA,Bebes,Bebes
1583041,BBS,EXTERIOR MESES INVIERNO,GORRO,Bebes,Bebes
1583080,BBS,EXTERIOR MESES INVIERNO,SUETER SUDADERA,Bebes,Bebes
1583093,BBS,EXTERIOR MESES INVIERNO,VESTIDO INVIERNO,Bebes,Bebes
1583393,BBS,EXTERIOR MESES INVIERNO,CHAMARRA MESES UNISEX,Bebes,Bebes
1585021,BBS,INVIERNO AÑO NIÑO,CONJUNTO INVIERNO,Bebes,Bebes
1585030,BBS,INVIERNO AÑO NIÑO,CHAMARRA,Bebes,Bebes
1585032,BBS,INVIERNO AÑO NIÑO,JGO PANTS,Bebes,Bebes
1585070,BBS,INVIERNO AÑO NIÑO,SUDADERA,Bebes,Bebes
1585080,BBS,INVIERNO AÑO NIÑO,SUETER,Bebes,Bebes
1585097,BBS,INVIERNO AÑO NIÑO,PLAYERA ML,Bebes,Bebes
1585375,BBS,INVIERNO AÑO NIÑO,CHALECO,Bebes,Bebes
1586009,BBS,INVIERNO AÑO NIÑA,BLUSA ML,Bebes,Bebes
1586023,BBS,INVIERNO AÑO NIÑA,CONJUNTO INVIERNO,Bebes,Bebes
1586030,BBS,INVIERNO AÑO NIÑA,CHAMARRA AÑO NIÑA,Bebes,Bebes
1586032,BBS,INVIERNO AÑO NIÑA,JGO PANTS,Bebes,Bebes
1586070,BBS,INVIERNO AÑO NIÑA,SUDADERA,Bebes,Bebes
1586080,BBS,INVIERNO AÑO NIÑA,SUETER,Bebes,Bebes
1586090,BBS,INVIERNO AÑO NIÑA,VESTIDO INVIERNO,Bebes,Bebes
1586097,BBS,INVIERNO AÑO NIÑA,PLAYERA ML,Bebes,Bebes
1586117,BBS,INVIERNO AÑO NIÑA,VESTIDO FIESTA,Bebes,Bebes
1586386,BBS,INVIERNO AÑO NIÑA,CHALECO AÑO NIÑA,Bebes,Bebes
1594001,BBS,CALCETERIA MESES,MALLA,Bebes,Bebes
1594002,BBS,CALCETERIA MESES,MALLA INVIERNO,Bebes,Bebes
1594010,BBS,CALCETERIA MESES,CALCETA VESTIR NIÑA,Bebes,Bebes
1594061,BBS,CALCETERIA MESES,PIJAMA AÑO NIÑA,Bebes,Bebes
1594089,BBS,CALCETERIA MESES,BOXER,Bebes,Bebes
1594184,BBS,CALCETERIA MESES,CAMISETA NIÑO,Bebes,Bebes
1594185,BBS,CALCETERIA MESES,CAMISETA NIÑA,Bebes,Bebes
1594208,BBS,CALCETERIA MESES,PANTALETA,Bebes,Bebes
1594244,BBS,CALCETERIA MESES,TRUSA,Bebes,Bebes
1594389,BBS,CALCETERIA MESES,CALCETA GRUESA NIÑA,Bebes,Bebes
1594390,BBS,CALCETERIA MESES,CALC MODA MESES NIÑA,Bebes,Bebes
1594391,BBS,CALCETERIA MESES,CALC MODA AÑOS NIÑA,Bebes,Bebes
1594394,BBS,CALCETERIA MESES,PIJAMA AÑO NIÑO,Bebes,Bebes
1594417,BBS,CALCETERIA MESES,CALC MODA AÑO NIÑO,Bebes,Bebes
1594418,BBS,CALCETERIA MESES,CALC MODA MESES NIÑO,Bebes,Bebes
1594458,BBS,CALCETERIA MESES,CALCETA ESTUCHE NIÑA,Bebes,Bebes
1594459,BBS,CALCETERIA MESES,CALCETA ESTUCHE NIÑO,Bebes,Bebes
1594621,BBS,CALCETERIA MESES,TERMICO,Bebes,Bebes
1594622,BBS,CALCETERIA MESES,CALCETA GRUESA NIÑO,Bebes,Bebes
1594648,BBS,CALCETERIA MESES,CALCETA VESTIR NIÑO,Bebes,Bebes
1595001,BBS,INTERIOR INVIERNO,MALLA VERANO,Bebes,Bebes
1595002,BBS,INTERIOR INVIERNO,MALLA INVIERNO,Bebes,Bebes
1595049,BBS,INTERIOR INVIERNO,MAMELUCO INV NIÑA,Bebes,Bebes
1595062,BBS,INTERIOR INVIERNO,PIJAMA INVIERNO UNISE,Bebes,Bebes
1595400,BBS,INTERIOR INVIERNO,MAMELUCO NIÑO UNISEX,Bebes,Bebes
1596010,BBS,INTERIOR MESES,CALCETA DEPORTIVA,Bebes,Bebes
1596025,BBS,INTERIOR MESES,SET INTERIOR NIÑA MC,Bebes,Bebes
1596039,BBS,INTERIOR MESES,BOTTOMS NIÑA,Bebes,Bebes
1596048,BBS,INTERIOR MESES,MAMELUCO ALGODON NIÑA,Bebes,Bebes
1596049,BBS,INTERIOR MESES,MAMELUCO INV UNISEX,Bebes,Bebes
1596056,BBS,INTERIOR MESES,PAÑALERO NIÑO,Bebes,Bebes
1596061,BBS,INTERIOR MESES,PIJAMA VERANO UNISEX,Bebes,Bebes
1596065,BBS,INTERIOR MESES,CAMISETA,Bebes,Bebes
1596067,BBS,INTERIOR MESES,CAMISETA M L,Bebes,Bebes
1596075,BBS,INTERIOR MESES,PAÑALERO NIÑA(UNISEX),Bebes,Bebes
1596118,BBS,INTERIOR MESES,CALCETA DE VESTIR,Bebes,Bebes
1596181,BBS,INTERIOR MESES,SET INT. NIÑO ML,Bebes,Bebes
1596182,BBS,INTERIOR MESES,SET INT. NIÑA ML,Bebes,Bebes
1596195,BBS,INTERIOR MESES,CALCETA MODA,Bebes,Bebes
1596242,BBS,INTERIOR MESES,BOTTOMS NIÑO,Bebes,Bebes
1596243,BBS,INTERIOR MESES,MAMELUCO ALGODON NIÑO,Bebes,Bebes
1596323,BBS,INTERIOR MESES,SET INT NIÑO MC,Bebes,Bebes
1601001,BLANCOS,MASCOTA,ROPA,Mascotas,Mascotas
1601456,BLANCOS,MASCOTA,ALIMENTACION,Mascotas,Mascotas
1601544,BLANCOS,MASCOTA,ACCESORIOS,Mascotas,Mascotas
1601612,BLANCOS,MASCOTA,ASEO,Mascotas,Mascotas
1601613,BLANCOS,MASCOTA,JUGUETES,Mascotas,Mascotas
1601625,BLANCOS,MASCOTA,INVIERNO,Mascotas,Mascotas
1601744,BLANCOS,MASCOTA,CAMAS,Mascotas,Mascotas
1602001,BLANCOS,COCINA,ACCESORIOS,Blancos,Blancos
1602426,BLANCOS,COCINA,SECADORES,Blancos,Blancos
1602427,BLANCOS,COCINA,MANDIL INFANTIL,Blancos,Blancos
1602428,BLANCOS,COCINA,MANDIL ADULTO,Blancos,Blancos
1603432,BLANCOS,MESA,MANTEL,Blancos,Blancos
1603433,BLANCOS,MESA,INDIVIDUAL LICENCIAS,Blancos,Blancos
1603434,BLANCOS,MESA,INDIVIDUAL ADULTO,Blancos,Blancos
1646081,BLANCOS,TOALLA,MEDIO BAÑO,Blancos,Blancos
1646266,BLANCOS,TOALLA,LICENCIA,Blancos,Blancos
1646429,BLANCOS,TOALLA,BAÑO COMPLETO,Blancos,Blancos
1646430,BLANCOS,TOALLA,MANOS FACIAL,Blancos,Blancos
1646669,BLANCOS,TOALLA,FANTASIA,Blancos,Blancos
1647001,BLANCOS,BAÑO,ACCESORIOS,Blancos,Blancos
1647048,BLANCOS,BAÑO,CORTINA,Blancos,Blancos
1647093,BLANCOS,BAÑO,COCINA,Blancos,Blancos
1647094,BLANCOS,BAÑO,ACCESORIO MESA,Blancos,Blancos
1647431,BLANCOS,BAÑO,VINILES,Blancos,Blancos
1701008,PERF COSM,ACCESORIOS,GUANTE BUFANDA,Caballero Exterior,Caballero Exterior
1701061,PERF COSM,ACCESORIOS,CINTO DAMA,Dama Joven,Dama Joven
1701063,PERF COSM,ACCESORIOS,MOCHILA,Escolar,Escolar
1701065,PERF COSM,ACCESORIOS,MONEDEROS,Dama Joven,Dama Joven
1701067,PERF COSM,ACCESORIOS,COSMETIQUERAS,Cuidado Personal,Cuidado Personal
1701070,PERF COSM,ACCESORIOS,LONCHERAS,Escolar,Escolar
1701216,PERF COSM,ACCESORIOS,PARAGUA,Impulso,Impulso
1701238,PERF COSM,ACCESORIOS,ART DE FIESTAS INFANT,Impulso,Impulso
1701305,PERF COSM,ACCESORIOS,BOLSA REGALO,Impulso,Impulso
1701311,PERF COSM,ACCESORIOS,BOLSA RECICLABLE,Impulso,Impulso
1701746,PERF COSM,ACCESORIOS,BOLSA CORPO REUSABLE,Impulso,Impulso
1703347,PERF COSM,CUIDADO ORAL,CREMA DENTAL,Cuidado Personal,Cuidado Personal
1703348,PERF COSM,CUIDADO ORAL,CEPILLO DENTAL,Cuidado Personal,Cuidado Personal
1703349,PERF COSM,CUIDADO ORAL,ENJUAGUE BUCAL,Cuidado Personal,Cuidado Personal
1703350,PERF COSM,CUIDADO ORAL,BUCAL INFANTIL,Cuidado Personal,Cuidado Personal
1704351,PERF COSM,CUIDADO DE LA PIEL,CUIDADO DE LA CARA,Cuidado Personal,Cuidado Personal
1704352,PERF COSM,CUIDADO DE LA PIEL,CUIDADO DEL CUERPO,Cuidado Personal,Cuidado Personal
1704353,PERF COSM,CUIDADO DE LA PIEL,PROTECCION PIEL,Cuidado Personal,Cuidado Personal
1704354,PERF COSM,CUIDADO DE LA PIEL,LOCION CORPORAL,Cuidado Personal,Cuidado Personal
1705357,PERF COSM,DESODORANTES DAMA,DESO DAM AEROSOL,Cuidado Personal,Cuidado Personal
1705358,PERF COSM,DESODORANTES DAMA,DESO DAM BARRA,Cuidado Personal,Cuidado Personal
1705359,PERF COSM,DESODORANTES DAMA,DESO DAM ROLL ON,Cuidado Personal,Cuidado Personal
1706360,PERF COSM,CUIDADO DEL HOMBRE,AFEITADO,Cuidado Personal,Cuidado Personal
1706361,PERF COSM,CUIDADO DEL HOMBRE,DESO CAB BARRA,Cuidado Personal,Cuidado Personal
1706364,PERF COSM,CUIDADO DEL HOMBRE,DESO CAB AEROSOL,Cuidado Personal,Cuidado Personal
1706365,PERF COSM,CUIDADO DEL HOMBRE,DESO CAB ROLL ON,Cuidado Personal,Cuidado Personal
1706366,PERF COSM,CUIDADO DEL HOMBRE,CABELLO CAB,Cuidado Personal,Cuidado Personal
1706367,PERF COSM,CUIDADO DEL HOMBRE,CUIDADO DE LA PIEL,Cuidado Personal,Cuidado Personal
1706368,PERF COSM,CUIDADO DEL HOMBRE,MOLDEADORES CAB,Cuidado Personal,Cuidado Personal
1707369,PERF COSM,BAÑO E HIGIENE PERSONAL,JABON CORPORAL,Cuidado Personal,Cuidado Personal
1707370,PERF COSM,BAÑO E HIGIENE PERSONAL,JABON PARA MANOS,Cuidado Personal,Cuidado Personal
1707371,PERF COSM,BAÑO E HIGIENE PERSONAL,HIGIENE INTIMA,Cuidado Personal,Cuidado Personal
1707372,PERF COSM,BAÑO E HIGIENE PERSONAL,ACCESORIOS DE ASEO,Cuidado Personal,Cuidado Personal
1707373,PERF COSM,BAÑO E HIGIENE PERSONAL,DEPILADORES,Cuidado Personal,Cuidado Personal
1708375,PERF COSM,COSMETICOS LABIOS,LABIAL,Cuidado Personal,Cuidado Personal
1708543,PERF COSM,COSMETICOS LABIOS,BALSAMOS LABIALES,Cuidado Personal,Cuidado Personal
1711376,PERF COSM,MAQUILLAJE OJOS,DELINEADOR DE OJOS,Cuidado Personal,Cuidado Personal
1711377,PERF COSM,MAQUILLAJE OJOS,SOMBRAS,Cuidado Personal,Cuidado Personal
1711378,PERF COSM,MAQUILLAJE OJOS,RIMEL,Cuidado Personal,Cuidado Personal
1711379,PERF COSM,MAQUILLAJE OJOS,ESTUCHES COSMETICOS,Cuidado Personal,Cuidado Personal
1712380,PERF COSM,MAQUILLAJE FACIAL,RUBOR,Cuidado Personal,Cuidado Personal
1712381,PERF COSM,MAQUILLAJE FACIAL,MAQUILLAJE COMPACTO,Cuidado Personal,Cuidado Personal
1712382,PERF COSM,MAQUILLAJE FACIAL,BASE MAQUILLAJE,Cuidado Personal,Cuidado Personal
1713383,PERF COSM,COSMETICOS UÑAS,ESMALTE,Cuidado Personal,Cuidado Personal
1713556,PERF COSM,COSMETICOS UÑAS,QUITA ESMALTE,Cuidado Personal,Cuidado Personal
1714384,PERF COSM,ACCESORIOS DE MAQUILLAJE,COSMETIQUERAS,Cuidado Personal,Cuidado Personal
1714385,PERF COSM,ACCESORIOS DE MAQUILLAJE,ACCESORIOS COSMETICOS,Cuidado Personal,Cuidado Personal
1715104,PERF COSM,MOCHILA ESCOLAR,MOCHILA NIÑAS,Escolar,Escolar
1715105,PERF COSM,MOCHILA ESCOLAR,MOCHILA NIÑOS,Escolar,Escolar
1715107,PERF COSM,MOCHILA ESCOLAR,MOCHILA JUVENIL MUJER,Escolar,Escolar
1715337,PERF COSM,MOCHILA ESCOLAR,MOCHILA NIÑA CARRITO,Escolar,Escolar
1715338,PERF COSM,MOCHILA ESCOLAR,MOCHILA NIÑO CARRITO,Escolar,Escolar
1715448,PERF COSM,MOCHILA ESCOLAR,MOCHILA KINDER NIÑA,Escolar,Escolar
1715449,PERF COSM,MOCHILA ESCOLAR,MOCHILA KINDER NIÑO,Escolar,Escolar
1715460,PERF COSM,MOCHILA ESCOLAR,MOCHILA JUVENIL HOMBR,Escolar,Escolar
1716463,PERF COSM,SALUD Y BIENESTAR,DERMATOLOGICOS,Cuidado Personal,Cuidado Personal
1716465,PERF COSM,SALUD Y BIENESTAR,DIGESTIVOS,Cuidado Personal,Cuidado Personal
1716467,PERF COSM,SALUD Y BIENESTAR,TOS GRIPA ALERGIA,Cuidado Personal,Cuidado Personal
1716469,PERF COSM,SALUD Y BIENESTAR,VITAMINAS,Cuidado Personal,Cuidado Personal
1717592,PERF COSM,LIMPIEZA DEL HOGAR,DETERGENTE ROPA,Impulso,Impulso
1717593,PERF COSM,LIMPIEZA DEL HOGAR,DETERGENTE TRASTES,Impulso,Impulso
1717594,PERF COSM,LIMPIEZA DEL HOGAR,SUAVIZANTES,Impulso,Impulso
1717745,PERF COSM,LIMPIEZA DEL HOGAR,JARCIERIA,Impulso,Impulso
1719698,PERF COSM,CANASTA BASICA,DESPENSA ALIMENTOS,Cuidado Personal,Cuidado Personal
1719699,PERF COSM,CANASTA BASICA,BOTIQUIN,Cuidado Personal,Cuidado Personal
1719700,PERF COSM,CANASTA BASICA,PAQUETES HIGIENE,Cuidado Personal,Cuidado Personal
1719701,PERF COSM,CANASTA BASICA,MEDICINAS,Cuidado Personal,Cuidado Personal
1719702,PERF COSM,CANASTA BASICA,ANTIBACTERIALES,Cuidado Personal,Cuidado Personal
1719704,PERF COSM,CANASTA BASICA,VITAMINAS Y SUPLEMENT,Cuidado Personal,Cuidado Personal
1719738,PERF COSM,CANASTA BASICA,CUBREBOCAS,Cuidado Personal,Cuidado Personal
1739069,PERF COSM,ESCOLAR,LAPICERA NIÑO,Escolar,Escolar
1739070,PERF COSM,ESCOLAR,LONCHERA NIÑO,Escolar,Escolar
1739104,PERF COSM,ESCOLAR,MOCHILA NIÑAS,Escolar,Escolar
1739105,PERF COSM,ESCOLAR,MOCHILA NIÑOS,Escolar,Escolar
1739106,PERF COSM,ESCOLAR,MOCHILA JOVEN HOMBRE,Escolar,Escolar
1739107,PERF COSM,ESCOLAR,MOCHILA JUVENIL MUJER,Escolar,Escolar
1739151,PERF COSM,ESCOLAR,NOVEDADES ESCOLAR,Escolar,Escolar
1739320,PERF COSM,ESCOLAR,CUADERNOS LIBRETAS,Escolar,Escolar
1739337,PERF COSM,ESCOLAR,MOCHILA NIÑA CARRITO,Escolar,Escolar
1739338,PERF COSM,ESCOLAR,MOCHILA NIÑO CARRITO,Escolar,Escolar
1739454,PERF COSM,ESCOLAR,LONCHERA NIÑA,Escolar,Escolar
1739455,PERF COSM,ESCOLAR,LAPICERA NIÑA,Escolar,Escolar
1742011,PERF COSM,LINEA BAÑO ASEO,DESODORANTE DAMA,Cuidado Personal,Cuidado Personal
1742012,PERF COSM,LINEA BAÑO ASEO,FRAGANCIA CORPORAL,Cuidado Personal,Cuidado Personal
1742013,PERF COSM,LINEA BAÑO ASEO,DESODORANTE CAB,Cuidado Personal,Cuidado Personal
1742014,PERF COSM,LINEA BAÑO ASEO,CREMA,Cuidado Personal,Cuidado Personal
1742016,PERF COSM,LINEA BAÑO ASEO,TALCO JABON,Cuidado Personal,Cuidado Personal
1742026,PERF COSM,LINEA BAÑO ASEO,SHAMPO,Cuidado Personal,Cuidado Personal
1742030,PERF COSM,LINEA BAÑO ASEO,ESTUCHE,Cuidado Personal,Cuidado Personal
1742101,PERF COSM,LINEA BAÑO ASEO,CUIDADO PERSONAL CABA,Cuidado Personal,Cuidado Personal
1742303,PERF COSM,LINEA BAÑO ASEO,HIGIENE BUCAL,Cuidado Personal,Cuidado Personal
1742304,PERF COSM,LINEA BAÑO ASEO,CUIDADO PNAL DAMA,Cuidado Personal,Cuidado Personal
1748017,PERF COSM,COSMETICOS,MAQUILLAJE,Cuidado Personal,Cuidado Personal
1748018,PERF COSM,COSMETICOS,LABIAL,Cuidado Personal,Cuidado Personal
1748019,PERF COSM,COSMETICOS,ESMALTE,Cuidado Personal,Cuidado Personal
1748021,PERF COSM,COSMETICOS,RUBOR SOMBRA,Cuidado Personal,Cuidado Personal
1748022,PERF COSM,COSMETICOS,DELINEADOR,Cuidado Personal,Cuidado Personal
1748024,PERF COSM,COSMETICOS,RIMEL,Cuidado Personal,Cuidado Personal
1748029,PERF COSM,COSMETICOS,ESTUCHE COSMETICO NIÑ,Cuidado Personal,Cuidado Personal
1748030,PERF COSM,COSMETICOS,ESTUCHE COSMETICO DAM,Cuidado Personal,Cuidado Personal
1748103,PERF COSM,COSMETICOS,ACCESORIOS COSMETICOS,Cuidado Personal,Cuidado Personal
1749001,PERF COSM,TRATAMIENTO DE BELLEZA,TRATAMIENTOS,Cuidado Personal,Cuidado Personal
1750012,PERF COSM,FRAGANCIAS,MASSTIGE DAMA,Cuidado Personal,Cuidado Personal
1750013,PERF COSM,FRAGANCIAS,MASSTIGE CABALLERO,Cuidado Personal,Cuidado Personal
1750014,PERF COSM,FRAGANCIAS,NIÑAS OS,Cuidado Personal,Cuidado Personal
1750015,PERF COSM,FRAGANCIAS,PROBADOR,Cuidado Personal,Cuidado Personal
1750030,PERF COSM,FRAGANCIAS,ESTUCHE DAMA,Cuidado Personal,Cuidado Personal
1750031,PERF COSM,FRAGANCIAS,ESTUCHE CABALLERO,Cuidado Personal,Cuidado Personal
1750392,PERF COSM,FRAGANCIAS,TESTERS INNOVACION,Cuidado Personal,Cuidado Personal
1750408,PERF COSM,FRAGANCIAS,PRESTIGE CABALLERO,Cuidado Personal,Cuidado Personal
1750409,PERF COSM,FRAGANCIAS,PRESTIGE DAMA,Cuidado Personal,Cuidado Personal
1751025,PERF COSM,CUIDADOS PARA CABELLO,TINTES,Cuidado Personal,Cuidado Personal
1751026,PERF COSM,CUIDADOS PARA CABELLO,MOLDEADORES CABELLO,Cuidado Personal,Cuidado Personal
1751355,PERF COSM,CUIDADOS PARA CABELLO,TRATAMIENTO,Cuidado Personal,Cuidado Personal
1751356,PERF COSM,CUIDADOS PARA CABELLO,CEPILLO PARA CABELLO,Cuidado Personal,Cuidado Personal
1751362,PERF COSM,CUIDADOS PARA CABELLO,ACCESORIOS CABELLO,Cuidado Personal,Cuidado Personal
1751363,PERF COSM,CUIDADOS PARA CABELLO,SHAMPOO,Cuidado Personal,Cuidado Personal
1752012,PERF COSM,CALCETAS,CALCETA MODA,Lencería,Lencería
1752050,PERF COSM,CALCETAS,MALLAS INVIERNO,Lencería,Lencería
1752051,PERF COSM,CALCETAS,PANTIMEDIAS,Lencería,Lencería
1752071,PERF COSM,CALCETAS,TOBIMEDIAS MEDIAS,Lencería,Lencería
1752081,PERF COSM,CALCETAS,CALCETAS DEPORTIVA,Lencería,Lencería
1752389,PERF COSM,CALCETAS,CALCETA GRUESA,Lencería,Lencería
1752445,PERF COSM,CALCETAS,LINER,Lencería,Lencería
1752489,PERF COSM,CALCETAS,CALCETA SALUD DAMA,Lencería,Lencería
1774250,PERF COSM,JUGUETES NIÑAS,MUÑECAS FASHION,Juguetes,Juguetes
1774251,PERF COSM,JUGUETES NIÑAS,MUÑECAS GRANDES,Juguetes,Juguetes
1774252,PERF COSM,JUGUETES NIÑAS,CIUDAD VIDA BARBIE,Juguetes,Juguetes
1774253,PERF COSM,JUGUETES NIÑAS,JUEGOS DE CASA,Juguetes,Juguetes
1774254,PERF COSM,JUGUETES NIÑAS,ELECTRONICOS,Juguetes,Juguetes
1774255,PERF COSM,JUGUETES NIÑAS,INSTRUMENTO MUSICALES,Juguetes,Juguetes
1774263,PERF COSM,JUGUETES NIÑAS,MUÑECAS PEQUEÑAS,Juguetes,Juguetes
1775254,PERF COSM,JUGUETES NIÑOS,ELECTRONICOS,Juguetes,Juguetes
1775255,PERF COSM,JUGUETES NIÑOS,INSTRUMENTO MUSICALES,Juguetes,Juguetes
1775256,PERF COSM,JUGUETES NIÑOS,FIGURAS ACCION,Juguetes,Juguetes
1775257,PERF COSM,JUGUETES NIÑOS,AUTOPISTAS,Juguetes,Juguetes
1775258,PERF COSM,JUGUETES NIÑOS,VEHICULOS PEQ. ESCALA,Juguetes,Juguetes
1775259,PERF COSM,JUGUETES NIÑOS,VEHICULOS R CONTROL,Juguetes,Juguetes
1775260,PERF COSM,JUGUETES NIÑOS,VEHICULOS SIN R CONTR,Juguetes,Juguetes
1775261,PERF COSM,JUGUETES NIÑOS,VEHIC.DE CONSTRUCCION,Juguetes,Juguetes
1775262,PERF COSM,JUGUETES NIÑOS,DEPORTE ACCION,Juguetes,Juguetes
1775480,PERF COSM,JUGUETES NIÑOS,BLOQUES CONSTRUCCION,Juguetes,Juguetes
1776264,PERF COSM,JUGUETES BEBES,INFANTES RECIEN NACID,Juguetes,Juguetes
1776265,PERF COSM,JUGUETES BEBES,EDUCATIVO,Juguetes,Juguetes
1776272,PERF COSM,JUGUETES BEBES,BLOQUES P ARMAR,Juguetes,Juguetes
1776273,PERF COSM,JUGUETES BEBES,VEHICULOS,Juguetes,Juguetes
1776274,PERF COSM,JUGUETES BEBES,PREESCOLAR,Juguetes,Juguetes
1776561,PERF COSM,JUGUETES BEBES,LIBROS INFANTILES,Juguetes,Juguetes
1776623,PERF COSM,JUGUETES BEBES,MANUALIDADES,Juguetes,Juguetes
1786294,PERF COSM,JABON Y AGUA,JABON,Impulso,Impulso
1786325,PERF COSM,JABON Y AGUA,AGUA,Impulso,Impulso
1787254,PERF COSM,JUGUETES VARIOS,HW MB,Juguetes,Juguetes
1787266,PERF COSM,JUGUETES VARIOS,LICENCIA,Juguetes,Juguetes
1787267,PERF COSM,JUGUETES VARIOS,GENERICOS,Juguetes,Juguetes
1788269,PERF COSM,JUEGOS DE MESA,INFANTIL,Juguetes,Juguetes
1788270,PERF COSM,JUEGOS DE MESA,ADULTO,Juguetes,Juguetes
1796001,PERF COSM,IMPULSO ROPA,ACCESORIOS BISUTERIA,Impulso,Impulso
1796002,PERF COSM,IMPULSO ROPA,NOVEDADES,Impulso,Impulso
1796034,PERF COSM,IMPULSO ROPA,REGALOS,Impulso,Impulso
1796042,PERF COSM,IMPULSO ROPA,ASEO PERSONAL,Impulso,Impulso
1796043,PERF COSM,IMPULSO ROPA,ACCESORIOS CABELLO,Impulso,Impulso
1796044,PERF COSM,IMPULSO ROPA,INFANTILES,Impulso,Impulso
1796048,PERF COSM,IMPULSO ROPA,COSMETICOS,Impulso,Impulso
1796165,PERF COSM,IMPULSO ROPA,INTERIOR,Impulso,Impulso
1796481,PERF COSM,IMPULSO ROPA,MICRO ELECTRONICOS,Impulso,Impulso
1796629,PERF COSM,IMPULSO ROPA,BOLSAS DE PLASTICO,Impulso,Impulso
1797042,PERF COSM,IMPULSO CAJAS,ASEO PERSONAL,Impulso,Impulso
1835028,ZAPATERIA,BOTA DAMA,BOTA URBANA,Zapato Dama,Zapato Dama
1835127,ZAPATERIA,BOTA DAMA,VAQUERA,Zapato Dama,Zapato Dama
1835128,ZAPATERIA,BOTA DAMA,VESTIR,Zapato Dama,Zapato Dama
1835129,ZAPATERIA,BOTA DAMA,CONFORT,Zapato Dama,Zapato Dama
1835130,ZAPATERIA,BOTA DAMA,ALTA,Zapato Dama,Zapato Dama
1835308,ZAPATERIA,BOTA DAMA,PLANA,Zapato Dama,Zapato Dama
1847301,ZAPATERIA,ACCESORIOS PARA CALZADO,COMPLEMENTO DE CALZAD,Impulso,Impulso
1847302,ZAPATERIA,ACCESORIOS PARA CALZADO,ARTICULOS DE LIMPIEZA,Impulso,Impulso
1854011,ZAPATERIA,BEBE NIÑA,TENIS,Bebes,Bebes
1854022,ZAPATERIA,BEBE NIÑA,ZAPATO,Bebes,Bebes
1854125,ZAPATERIA,BEBE NIÑA,BOTA,Bebes,Bebes
1854174,ZAPATERIA,BEBE NIÑA,SANDALIA CASUAL,Bebes,Bebes
1854198,ZAPATERIA,BEBE NIÑA,PANTUFLA,Bebes,Bebes
1854453,ZAPATERIA,BEBE NIÑA,PREANDANTE,Bebes,Bebes
1854554,ZAPATERIA,BEBE NIÑA,SANDALIA PLAYA,Bebes,Bebes
1855011,ZAPATERIA,BEBE NIÑO,TENIS,Bebes,Bebes
1855022,ZAPATERIA,BEBE NIÑO,ZAPATO,Bebes,Bebes
1855174,ZAPATERIA,BEBE NIÑO,SANDALIA CASUAL,Bebes,Bebes
1855198,ZAPATERIA,BEBE NIÑO,PANTUFLA,Bebes,Bebes
1855453,ZAPATERIA,BEBE NIÑO,PREANDANTE,Bebes,Bebes
1855554,ZAPATERIA,BEBE NIÑO,SANDALIA PLAYA,Bebes,Bebes
1856046,ZAPATERIA,ZAPATO NIÑA,ESCOLAR 14.5-17,Zapato Infantil,Zapato Infantil
1856047,ZAPATERIA,ZAPATO NIÑA,ESCOLAR 17.5-23,Zapato Infantil,Zapato Infantil
1856230,ZAPATERIA,ZAPATO NIÑA,VESTIR MODA 14.5-17,Zapato Infantil,Zapato Infantil
1856231,ZAPATERIA,ZAPATO NIÑA,VESTIR MODA 17.5-23,Zapato Infantil,Zapato Infantil
1857009,ZAPATERIA,TENIS NIÑA,LICENCIAS,Zapato Infantil,Zapato Infantil
1857020,ZAPATERIA,TENIS NIÑA,MODA JR,Zapato Infantil,Zapato Infantil
1857038,ZAPATERIA,TENIS NIÑA,ATLETICO JR,Zapato Infantil,Zapato Infantil
1857597,ZAPATERIA,TENIS NIÑA,MODA,Zapato Infantil,Zapato Infantil
1857598,ZAPATERIA,TENIS NIÑA,ATLETICO,Zapato Infantil,Zapato Infantil
1859020,ZAPATERIA,TENIS  JOVENCITA T 17.5-22,MODA,Zapato Dama,Zapato Dama
1860002,ZAPATERIA,ZAPATO DAMA  T 22.5-27,ALPARGATA TEX,Zapato Dama,Zapato Dama
1860047,ZAPATERIA,ZAPATO DAMA  T 22.5-27,ESCOLAR,Zapato Dama,Zapato Dama
