source,target,weight
1101004,1315120,0.2755667827972072
1101004,1315131,0.2734411936769344
1101004,1316124,0.2735195885550693
1101004,1866211,0.27471020197358126
1101004,1869007,0.28090788859973126
1101004,1869020,0.27173741392709566
1101004,1869076,0.27991109652634283
1101004,1869211,0.32522532959169725
1101004,1869664,0.28868196375764454
1101004,1872198,0.31053231330321984
1101004,2330018,0.2932582656341502
1101004,2332017,0.32104742959248356
1101004,2460004,0.2845048882853792
1101004,2460005,0.2875749775502621
1101004,2991001,0.2800848972952584
1101004,2991003,0.2767582425442419
1101004,2994001,0.2743054171294758
1101004,2994003,0.28060619598708225
1101004,1110300,0.27300571217743874
1101027,1101028,0.3439141058209621
1101027,1101342,0.34711685891198096
1101027,1101650,0.28911105000094445
1101027,1101651,0.3180132598341702
1101027,1102040,0.29966181036457945
1101027,1102067,0.28051704192441995
1101027,1102088,0.29959030197721076
1101027,1102389,0.277024968643697
1101027,1102414,0.2821661496602944
1101027,1102445,0.27077572500209585
1101027,1102488,0.27714236402720555
1101027,1102562,0.27397183445290374
1101027,1105007,0.2723100304553923
1101027,1106059,0.27956988471793376
1101027,1106234,0.2730446180516703
1101027,1106235,0.27419630911715204
1101027,1106236,0.2805815824927539
1101027,1106737,0.27777926284356935
1101027,1109031,0.2788967263408242
1101027,1109032,0.2723212270990623
1101027,1109582,0.2707158369841574
1101027,1110149,0.31456149956410284
1101027,1110300,0.31533903408657515
1101027,1110396,0.34596639702012066
1101027,1112343,0.27433121197895965
1101027,1112345,0.2903481612529994
1101027,1124675,0.28660230746989623
1101027,1124736,0.30295957118612604
1101027,1125040,0.30333478710782885
1101027,1125244,0.28616888980370514
1101027,1127077,0.30017552968083283
1101027,1127079,0.28663615410614357
1101027,1194078,0.29749653633395995
1101027,1201027,0.2718626861957038
1101027,1304437,0.27258320401758795
1101027,1322108,0.2820164472755731
1101027,1322111,0.2714468250930031
1101027,1324546,0.2744450535600076
1101027,1373032,0.2812014832084913
1101027,1867046,0.2840591477309977
1101027,1867047,0.27150934154250056
1101027,1867048,0.27292786301372196
1101027,1867231,0.27112087159186987
1101027,1867232,0.27505498900998265
1101027,1867308,0.27202854001444676
1101027,1868025,0.2754286406166208
1101027,1868027,0.27091403072939646
1101027,1868179,0.28172184265827044
1101027,1869038,0.2711754178471787
1101027,1869211,0.2839311457723515
1101027,1869664,0.2777205337099624
1101027,1872006,0.273926498644525
1101027,1872198,0.32845234111426125
1101028,1101342,0.3408175906657954
1101028,1101650,0.29186729691876917
1101028,1101651,0.3098346505125799
1101028,1102012,0.32114688182295176
1101028,1102040,0.29377659389078825
1101028,1102067,0.2908433261950177
1101028,1102088,0.28648215516619724
1101028,1102389,0.2748671629665344
1101028,1102488,0.2739016999902893
1101028,1102562,0.27409599887736186
1101028,1106002,0.3519378765912053
1101028,1106050,0.2781715905562253
1101028,1106059,0.27142086957742395
1101028,1106062,0.32251794433591946
1101028,1106234,0.321081473288514
1101028,1106236,0.36696630009333897
1101028,1109031,0.2731093111513237
1101028,1110149,0.3166301853212897
1101028,1110300,0.31930182417850866
1101028,1110396,0.32263969226705147
1101028,1112343,0.2778006374674944
1101028,1112345,0.2831916432634851
1101028,1124675,0.28753437826200895
1101028,1124676,0.27216456820948093
1101028,1124736,0.29262085123740506
1101028,1125040,0.2923282280033992
1101028,1125244,0.2803278649729945
1101028,1127077,0.27826158093390313
1101028,1127079,0.2820017868783251
1101028,1194001,0.2799791214154274
1101028,1194078,0.39201363807657397
1101028,1194085,0.3068315192820488
1101028,1307473,0.27483817906167435
1101028,1319190,0.27888137237605787
1101028,1320190,0.28870346572830535
1101028,1320671,0.28178459865416156
1101028,1867046,0.27145778467599624
1101028,1867047,0.27357311570746945
1101028,1867048,0.27558396336632557
1101028,1867231,0.2819639161153849
1101028,1867232,0.3375635291160938
1101028,1867308,0.2753108631167259
1101028,1868179,0.2750179319299034
1101028,1868310,0.2720928579642017
1101028,1869211,0.280256795396883
1101028,1869664,0.2737409422368523
1101028,1872198,0.32117942255238346
1101028,1102414,0.27312756025982116
1101083,1306630,0.27359805794876346
1101083,1311315,0.2707604150883427
1101083,1313096,0.28057410218901946
1101083,1313155,0.27834522726085814
1101083,1313196,0.2797053241331155
1101083,1313229,0.27797253993712223
1101083,1315120,0.2888082644888381
1101083,1315131,0.2853755700218479
1101083,1316124,0.29115672522472763
1101083,1332517,0.2708759967819816
1101083,1335667,0.27096762937471763
1101083,1432399,0.32463868692764436
1101083,1711376,0.29437050205988763
1101083,1872198,0.2888137506994398
1101083,2184002,0.2774204157353697
1101083,2184021,0.2822877995487867
1101083,2185003,0.29545730930609065
1101083,2207010,0.28606492455651256
1101083,2295010,0.2780060615366801
1101083,2330018,0.29078992043335294
1101083,2332017,0.30083408735995915
1101083,2460004,0.2932946758722431
1101083,2460005,0.3025035178646284
1101083,2460015,0.2789067591565749
1101083,2645010,0.2727630089137469
1101083,2645040,0.2729619556766407
1101083,2660015,0.27398824064996086
1101083,2991001,0.27683227662160054
1101083,2991003,0.2989828785364148
1101083,2994001,0.27665216609113746
1101342,1101649,0.2744742175131033
1101342,1101650,0.3150460110525739
1101342,1101651,0.3606252972472603
1101342,1102010,0.27711997869115174
1101342,1102011,0.28054712621190303
1101342,1102012,0.2858457830106106
1101342,1102013,0.2810030752897279
1101342,1102016,0.27127618748232796
1101342,1102017,0.27346487087105253
1101342,1102025,0.2870871202592965
1101342,1102040,0.33403159429171314
1101342,1102067,0.31226493539498235
1101342,1102088,0.3299777243146543
1101342,1102089,0.27802079377771066
1101342,1102097,0.2738149223769222
1101342,1102164,0.27301635177990824
1101342,1102183,0.28397047480176396
1101342,1102389,0.3021650063071066
1101342,1102414,0.3017208613180034
1101342,1102445,0.28846280968495114
1101342,1102488,0.3030128698739116
1101342,1102562,0.2953174469598794
1101342,1103001,0.3055235774692271
1101342,1103079,0.27626636595785975
1101342,1103246,0.2870732572359068
1101342,1103299,0.29055955123659083
1101342,1103397,0.2912572565068263
1101342,1104013,0.281947219038946
1101342,1104014,0.2707729928433751
1101342,1104015,0.27641149496545686
1101342,1104020,0.2718822569185082
1101342,1104114,0.27606409705736756
1101342,1104115,0.2729238837909365
1101342,1105001,0.282231071348625
1101342,1105007,0.293991431250751
1101342,1105068,0.2798368292371416
1101342,1105071,0.28942583177204867
1101342,1105244,0.2734344798633285
1101342,1105245,0.2726871572656928
1101342,1105398,0.29660531582707583
1101342,1106001,0.2747796502072238
1101342,1106002,0.2731424525528863
1101342,1106052,0.2899814221284246
1101342,1106059,0.30011347413883677
1101342,1106234,0.28943003086454944
1101342,1106235,0.2826922618918681
1101342,1106236,0.30363986911341
1101342,1106737,0.2849345833599975
1101342,1109002,0.2738218853261377
1101342,1109017,0.2872124492722965
1101342,1109031,0.3130660884716482
1101342,1109032,0.29638870764182856
1101342,1109033,0.3059359521294717
1101342,1109069,0.2890106355916488
1101342,1109070,0.28682607120973125
1101342,1109582,0.2958857173941362
1101342,1110001,0.27986788850843247
1101342,1110028,0.2736041652079989
1101342,1110030,0.27083801840294897
1101342,1110033,0.27393043257281796
1101342,1110080,0.27234067715551136
1101342,1110149,0.35392857279146084
1101342,1110282,0.28214893873377894
1101342,1110300,0.37120518896393784
1101342,1110396,0.3803097716258256
1101342,1112343,0.3079938551090592
1101342,1112345,0.3117846606237999
1101342,1124673,0.27076354212984316
1101342,1124675,0.31912085835892817
1101342,1124677,0.2861613294781041
1101342,1124736,0.3348240636138891
1101342,1125040,0.3379891248643547
1101342,1125089,0.2840854154937296
1101342,1125164,0.28653047838451823
1101342,1125244,0.31468056353382506
1101342,1125619,0.2938381639365899
1101342,1125677,0.2710037616860966
1101342,1127077,0.3273772387686091
1101342,1127079,0.3176361567955678
1101342,1194078,0.32613004017095093
1101342,1194085,0.2824715314749248
1101342,1867046,0.29833770087565414
1101342,1867047,0.2789545938072192
1101342,1867048,0.2836123282099118
1101342,1867231,0.2876426472450287
1101342,1867232,0.2884089621096938
1101342,1867308,0.28415848812198274
1101342,1868025,0.2783607324743159
1101342,1868027,0.27353955682475456
1101342,1868179,0.29372703577349946
1101342,1868310,0.2770669157634708
1101342,1869007,0.29177852877925947
1101342,1869020,0.2888487488223331
1101342,1869038,0.30103843253716583
1101342,1869076,0.29918396916148743
1101342,1869211,0.35651687474540444
1101342,1869214,0.28506761848188195
1101342,1869664,0.31998906597187865
1101342,1872006,0.27725354161262
1101342,1872198,0.3860113499036676
1101649,1101650,0.28328110020979014
1101649,1101651,0.2884573191300479
1101649,1102040,0.281375293901193
1101649,1102183,0.27773160692556453
1101649,1110149,0.2996644410091783
1101649,1112344,0.39330187632713154
1101649,1112345,0.2706855933223755
1101649,1124673,0.2749341182445299
1101649,1124677,0.3069650069569048
1101649,1125040,0.27816506950364417
1101649,1125619,0.31282434381043134
1101649,1125677,0.30650597634480103
1101649,1201002,0.2830097425697397
1101649,1202018,0.294529256345285
1101649,1202025,0.2947057361289096
1101649,1202040,0.2818661194900682
1101649,1303520,0.38220275105243845
1101649,1401324,0.34523916615948813
1101649,1507726,0.2753620330177819
1101649,1796001,0.2997134843211224
1101649,1796002,0.36014899384452326
1101649,2256002,0.29571891927635996
1101649,2910001,0.3424081241008415
1101649,2979001,0.3364306565327
1101649,2980001,0.3181212940191288
1101649,2980002,0.33143050400947177
1101649,2980003,0.3364306565327
1101649,2985001,0.37730453296178773
1101649,2985004,0.3210146412904217
1101649,2990001,0.2741421945657709
1101649,2990002,0.31131457443786736
1101649,2990003,0.3075805720224061
1101649,2990004,0.33177633560411446
1101649,2990005,0.28188837520778315
1101649,2991001,0.30059287004179613
1101649,2991002,0.31428818746309733
1101649,2991003,0.2980549382425996
1101649,2994001,0.2999513535848406
1101649,2994002,0.3023828161272262
1101649,2994003,0.2869200963556507
1101649,2995001,0.3775478571188122
1101649,2995002,0.38026710331340485
1101649,2995003,0.3824517730993115
1101649,2995005,0.3727381147898861
1101649,2996001,0.33672798809635074
1101649,2996002,0.33427303991228213
1101649,2996003,0.33921274767403
1101649,2996006,0.3179092264624956
1101649,1102025,0.2710470204966665
1101649,1112346,0.2723200461074567
1101650,1101651,0.31208663476111376
1101650,1102025,0.2782599619093645
1101650,1102040,0.2990042950213018
1101650,1102067,0.2734716078183061
1101650,1102088,0.28351931455322993
1101650,1102183,0.2802327433350584
1101650,1105071,0.27772747776281137
1101650,1109070,0.27367838434260017
1101650,1110149,0.3050145189142212
1101650,1110300,0.3127724964982206
1101650,1110396,0.3002549200251952
1101650,1112345,0.44089490858231856
1101650,1124673,0.2767324561174402
1101650,1124675,0.28334744647488797
1101650,1124677,0.30427360337000153
1101650,1124736,0.2860339271980556
1101650,1125040,0.2961712431063259
1101650,1125619,0.3144949781777451
1101650,1125677,0.30026799704237844
1101650,1127077,0.2785199645067723
1101650,1194078,0.3014975035017991
1101650,1194085,0.28923609398235384
1101650,1201002,0.278824507678381
1101650,1401321,0.31693021282885026
1101650,1867231,0.2766435377425454
1101650,1872198,0.3037088109010199
1101650,2196002,0.29965648110718657
1101650,2248005,0.30295822505805337
1101650,2256001,0.28769565282097304
1101650,2257010,0.31296877502863973
1101650,2257020,0.3089504439826156
1101650,2295029,0.28680085675627603
1101650,2452020,0.30424497595268707
1101650,2701001,0.346296143211961
1101650,2701002,0.35476806183167764
1101650,2701004,0.3673458008637792
1101650,2701005,0.33643221677858043
1101650,2701006,0.3484752706233219
1101650,2701007,0.3317625655839853
1101650,2701009,0.31509446872620656
1101650,2701011,0.36111919743165466
1101650,2701012,0.36534438767931465
1101650,2701013,0.3479758110723495
1101650,2701014,0.3156501496401267
1101650,2701015,0.2753113425707504
1101650,2701016,0.32675096100200396
1101650,2701017,0.3605861114761529
1101650,2701018,0.3480462821921591
1101650,2702001,0.3588071094635636
1101650,2702002,0.3576201915023059
1101650,2702003,0.350899230840752
1101650,2702004,0.36726159630284916
1101650,2702005,0.3394191157789452
1101650,2702006,0.3645501436867771
1101650,2702007,0.35003483231948285
1101650,2702008,0.3274567956760905
1101650,2702009,0.3713415944728483
1101650,2702010,0.3336695565105253
1101650,2702011,0.35787469355695745
1101650,2702013,0.3714131458402232
1101650,2702014,0.36151836687756667
1101650,2702015,0.3263091491920775
1101650,2702016,0.2866985024553778
1101650,2702017,0.3667355973285247
1101650,2702018,0.3662827323206806
1101650,2703003,0.35676437598862953
1101650,2703004,0.33830072388983756
1101650,2703005,0.2957059144967686
1101650,2703006,0.3070075214510538
1101650,2703007,0.30176548507869555
1101650,2703008,0.30619601155894766
1101650,1102017,0.2733499307134026
1101650,1112343,0.270791773563105
1101650,1125089,0.27115767549797554
1101650,1125244,0.2711776017986907
1101650,1127079,0.2725116299501695
1101650,1202018,0.2741172580843175
1101650,1202025,0.27472585029778696
1101650,1869211,0.2750863975434993
1101651,1102010,0.2807145191337292
1101651,1102011,0.28138165409581534
1101651,1102012,0.2905673034509427
1101651,1102013,0.2878037891361516
1101651,1102016,0.29033743641228166
1101651,1102017,0.2934996172585539
1101651,1102018,0.28055601545266967
1101651,1102025,0.306667815381682
1101651,1102040,0.35330230813490104
1101651,1102067,0.2918797534627017
1101651,1102088,0.3363289879233386
1101651,1102089,0.29186365496170297
1101651,1102164,0.28567465492176697
1101651,1102183,0.2925677752107864
1101651,1102389,0.30974146107666156
1101651,1102414,0.28416506666353325
1101651,1102445,0.29211208876255523
1101651,1102488,0.29612570378305697
1101651,1102562,0.29761684599628707
1101651,1104013,0.27117673765071376
1101651,1105001,0.2727507693561194
1101651,1105007,0.27392353849887585
1101651,1105071,0.2820663239459928
1101651,1105244,0.271671491448743
1101651,1106052,0.27650565169402197
1101651,1106059,0.28371457163457725
1101651,1106061,0.29550897725583236
1101651,1106234,0.2710935723515414
1101651,1106235,0.27074429718229187
1101651,1106236,0.28219256528694875
1101651,1106737,0.2723231763019292
1101651,1109031,0.2785512888248416
1101651,1109032,0.27603585950208026
1101651,1109033,0.27221630512560807
1101651,1109070,0.27679895867371906
1101651,1109582,0.275179838456946
1101651,1110149,0.3209887886059704
1101651,1110300,0.3159640366396278
1101651,1110396,0.32871217938741737
1101651,1112345,0.29564236622037227
1101651,1112346,0.3629259226320649
1101651,1124672,0.27971505188049745
1101651,1124673,0.29204731059401823
1101651,1124674,0.2811202330103662
1101651,1124675,0.30159288634771814
1101651,1124677,0.3061344117398781
1101651,1124736,0.29906840981797417
1101651,1125040,0.3530742961463106
1101651,1125089,0.3000739672158714
1101651,1125164,0.29710945900164876
1101651,1125244,0.31493086409276966
1101651,1125619,0.30986215418546015
1101651,1125677,0.3076346011296357
1101651,1127077,0.29588274107824813
1101651,1127079,0.2865246787849812
1101651,1194078,0.29141532981331203
1101651,1194085,0.27764367755484076
1101651,1711379,0.2945422562592959
1101651,1748029,0.3009221196537942
1101651,1750031,0.29480138029767405
1101651,1867046,0.2832015950715937
1101651,1867048,0.2713010803041169
1101651,1867231,0.2780184891996646
1101651,1867232,0.2715691028149675
1101651,1868025,0.27248068163357925
1101651,1868179,0.2800157699421397
1101651,1869038,0.27673741613849717
1101651,1869211,0.2965111755605321
1101651,1869664,0.2782580233355457
1101651,1872198,0.33493846746285477
1101651,2804004,0.29140439406945995
1101651,1750030,0.29203808319486185
1101651,2295038,0.2780931482988321
1101651,2483025,0.27298197259146895
1101651,2804001,0.27586221670003336
1101651,2990001,0.27570816829258105
1102010,1102011,0.46228393047616223
1102010,1102012,0.4060315029051748
1102010,1102013,0.4503501229338935
1102010,1102025,0.2767316602364528
1102010,1102040,0.3088886324908915
1102010,1102088,0.3096266185213206
1102010,1102164,0.2781386750736432
1102010,1102389,0.44434325882584674
1102010,1102445,0.4581217451581168
1102010,1102488,0.44000852931687934
1102010,1102562,0.4438003534487579
1102010,1125040,0.3106493461467456
1102010,1125164,0.2841212515977681
1102010,1125244,0.305743009191837
1102010,1202010,0.33275733614729835
1102010,1202011,0.3954711780052372
1102010,1202012,0.39881635762917605
1102010,1202013,0.36810781892640815
1102010,1202484,0.36857151338220934
1102010,1202618,0.37584548083981706
1102010,1477082,0.3943514283438749
1102010,1477092,0.34776003127257993
1102010,1477160,0.3382378515983459
1102010,1477395,0.30809607754326934
1102010,1477447,0.3255370756069064
1102010,1477485,0.3100273551225632
1102010,1477492,0.37083630494506975
1102010,1501291,0.27724302687339586
1102010,1506723,0.3313485775507454
1102010,1506724,0.29711904827637053
1102010,1506725,0.3218851735369665
1102010,1506729,0.31522952627982376
1102010,1506730,0.32109940397206754
1102010,1594010,0.31548465619253635
1102010,1594389,0.33315073124534234
1102010,1594390,0.31077058110323635
1102010,1594391,0.309648899087545
1102010,1594417,0.31024317204125407
1102010,1594418,0.3231343212940742
1102010,1594458,0.3026114362473032
1102010,1594459,0.30018472048593675
1102010,1594622,0.3413099065088664
1102010,1594648,0.3222502090102115
1102010,1752012,0.36711850870872914
1102010,1752071,0.29532023658213624
1102010,1752081,0.4080841351271633
1102010,1752389,0.35844726938605487
1102010,1752445,0.360150392599948
1102010,1752489,0.35234757611396217
1102010,1872198,0.2772894749436913
1102010,1110396,0.273080917325337
1102010,1125089,0.2734964992456234
1102011,1102012,0.401946402674588
1102011,1102013,0.45031846813122023
1102011,1102040,0.3042870094410173
1102011,1102088,0.30215181470438646
1102011,1102389,0.44159639742001205
1102011,1102445,0.44912139930240136
1102011,1102488,0.43530234179743726
1102011,1102562,0.43927548453147325
1102011,1125040,0.3072626454213601
1102011,1125164,0.2782505112938844
1102011,1125244,0.29272970217833827
1102011,1202010,0.32668492286288886
1102011,1202011,0.39237207649603967
1102011,1202012,0.38253055983281586
1102011,1202013,0.3622928081962335
1102011,1202484,0.3636034064263827
1102011,1202618,0.3668047825025407
1102011,1477082,0.39068730129631846
1102011,1477092,0.3420631364263022
1102011,1477160,0.3332910643091723
1102011,1477395,0.3043203660125045
1102011,1477447,0.321512788789331
1102011,1477485,0.3068096643315486
1102011,1477492,0.36591916123605966
1102011,1501291,0.2748896186336072
1102011,1506723,0.3295248840040483
1102011,1506724,0.295931134124404
1102011,1506725,0.3213486295590126
1102011,1506729,0.3139373575873617
1102011,1506730,0.3215059995906163
1102011,1594010,0.313233818464413
1102011,1594389,0.32694811402058344
1102011,1594390,0.30888304510917386
1102011,1594391,0.306961496644038
1102011,1594417,0.30776992093027594
1102011,1594418,0.3208203232307731
1102011,1594458,0.30115097257168366
1102011,1594459,0.29883081306105747
1102011,1594622,0.336045398707181
1102011,1594648,0.320220767813171
1102011,1752012,0.36293705663792253
1102011,1752071,0.29709453783254625
1102011,1752081,0.4031452055039718
1102011,1752389,0.35272541316652617
1102011,1752445,0.353374860935972
1102011,1752489,0.34706446746417013
1102011,1872198,0.2807283047202433
1102011,1102025,0.271580024833158
1102011,1102164,0.2726249961988797
1102011,1110149,0.27093546885729336
1102011,1110396,0.27304655152884144
1102012,1102013,0.41712170081720246
1102012,1102025,0.2810142990191003
1102012,1102040,0.31068058818805566
1102012,1102067,0.2714832913918793
1102012,1102088,0.2956895756612608
1102012,1102389,0.4214627706221019
1102012,1102445,0.42154882198085986
1102012,1102488,0.41683204192093115
1102012,1102562,0.43612104982140026
1102012,1106002,0.2860659773790525
1102012,1106234,0.2766103192786202
1102012,1106236,0.30347014259943955
1102012,1110300,0.27484198108627284
1102012,1124675,0.274077791346072
1102012,1125040,0.30521390640910295
1102012,1125244,0.2815457066705114
1102012,1194078,0.30962966576176965
1102012,1194085,0.27898558037718413
1102012,1202010,0.31741047929170146
1102012,1202011,0.3438794031906853
1102012,1202012,0.3406356339272299
1102012,1202013,0.3499509674987891
1102012,1202484,0.3475387339333936
1102012,1202618,0.34711711901344816
1102012,1477082,0.3427567196777133
1102012,1477092,0.33243454274363565
1102012,1477160,0.32035532047767057
1102012,1477395,0.2975840393995887
1102012,1477447,0.305991622634534
1102012,1477485,0.30344400622097845
1102012,1477492,0.34867568950308264
1102012,1506723,0.31945792784728716
1102012,1506724,0.28961153839053255
1102012,1506725,0.30889903805767793
1102012,1506729,0.3048046384657304
1102012,1506730,0.30945071447620387
1102012,1594010,0.3075087686078973
1102012,1594389,0.3121206347309246
1102012,1594390,0.3025890773967585
1102012,1594391,0.29970441176788615
1102012,1594417,0.3003293746678143
1102012,1594418,0.31141406813339656
1102012,1594458,0.2936795136460831
1102012,1594459,0.2909385049805711
1102012,1594622,0.31711858865596937
1102012,1594648,0.3102591031173984
1102012,1752012,0.3494150946018919
1102012,1752071,0.2828619279072767
1102012,1752081,0.3563705068450964
1102012,1752389,0.337548766055903
1102012,1752445,0.34103631800139317
1102012,1752489,0.33948044998973215
1102012,1867232,0.2810340171996507
1102012,1872198,0.2857900010578913
1102012,1110149,0.27465417878693604
1102012,1110396,0.2731224828532183
1102012,1124676,0.27418542639146676
1102012,1125677,0.2726957782203657
1102012,1194001,0.2734775627162348
1102013,1102025,0.2808423549663096
1102013,1102040,0.321694959919445
1102013,1102088,0.31580552750442686
1102013,1102089,0.2759115961275273
1102013,1102389,0.4522455403068384
1102013,1102445,0.45914679326186797
1102013,1102488,0.43967539570532327
1102013,1102562,0.450285458528228
1102013,1110149,0.28284202341304776
1102013,1110300,0.2799774164549827
1102013,1110396,0.2918439856189418
1102013,1125040,0.32260585365828076
1102013,1125089,0.2779007496626238
1102013,1125164,0.27568138564229866
1102013,1125244,0.2893299910141465
1102013,1127077,0.2735588448674482
1102013,1202010,0.33696939169444073
1102013,1202011,0.3671794792913563
1102013,1202012,0.3616413413090322
1102013,1202013,0.3827239559376053
1102013,1202484,0.3670518460613513
1102013,1202618,0.3696593683804086
1102013,1477082,0.3634391463347617
1102013,1477092,0.3458545938222616
1102013,1477160,0.3366110200173309
1102013,1477395,0.307253137663037
1102013,1477447,0.3199175086272017
1102013,1477485,0.3088294716465151
1102013,1477492,0.3693466364100816
1102013,1501291,0.27544654602413965
1102013,1506723,0.3296150870485797
1102013,1506724,0.2956704164273826
1102013,1506725,0.3216688670671195
1102013,1506729,0.31425313228953
1102013,1506730,0.32216840599709456
1102013,1594010,0.314569592495872
1102013,1594389,0.32169068565336684
1102013,1594390,0.311723121865834
1102013,1594391,0.3091343922715599
1102013,1594417,0.3093752378706156
1102013,1594418,0.3237868973253357
1102013,1594458,0.30136263769227994
1102013,1594459,0.2988789276701512
1102013,1594622,0.3281097772667422
1102013,1594648,0.32074203551207975
1102013,1752012,0.36894795280564757
1102013,1752071,0.29399573589016015
1102013,1752081,0.37903853651180147
1102013,1752389,0.3547690132472462
1102013,1752445,0.3590496015662089
1102013,1752489,0.3509725930592152
1102013,1872198,0.27732263967581783
1102013,1102016,0.27068752395133905
1102013,1102183,0.275598361603613
1102016,1102017,0.32809365420905306
1102016,1102018,0.3623506970419646
1102016,1102025,0.29931825322935074
